episode,return,steps,epsilon,end_reason,states_visited
2420,-51.47,600,0.02,timeout,267
2421,-51.73,600,0.02,timeout,267
2422,-58.8,600,0.02,timeout,267
2423,-44.38,600,0.02,timeout,267
2424,-56.93,600,0.02,timeout,267
2425,-72.34,600,0.02,timeout,267
2426,-78.02,600,0.02,timeout,267
2427,-88.1,232,0.02,enemy,267
2428,-55.58,600,0.02,timeout,267
2429,-54.68,600,0.02,timeout,267
2430,-55.17,600,0.02,timeout,267
2431,-40.94,600,0.02,timeout,267
2432,-76.54,600,0.02,timeout,267
2433,-69.34,600,0.02,timeout,267
2434,-80.24,600,0.02,timeout,267
2435,-102.15,600,0.02,timeout,267
2436,-73.19,600,0.02,timeout,267
2437,-90.52,600,0.02,timeout,267
2438,-42.84,600,0.02,timeout,267
2439,-106.91,600,0.02,timeout,267
2440,-107.1,600,0.02,timeout,267
2441,-41.82,600,0.02,timeout,267
2442,-50.46,600,0.02,timeout,267
2443,-52.98,600,0.02,timeout,267
2444,-52.38,600,0.02,timeout,267
2445,-66.85,600,0.02,timeout,267
2446,-113.3,397,0.02,enemy,267
2447,-70.45,600,0.02,timeout,267
2448,-56.58,600,0.02,timeout,267
2449,-67.08,600,0.02,timeout,267
2450,-80.34,600,0.02,timeout,267
2451,-80.35,600,0.02,timeout,267
2452,-78.6,600,0.02,timeout,267
2453,-41.08,600,0.02,timeout,267
2454,-59.26,600,0.02,timeout,267
2455,-58.54,600,0.02,timeout,267
2456,-52.07,600,0.02,timeout,267
2457,-61.6,600,0.02,timeout,267
2458,-48.3,600,0.02,timeout,267
2459,-44.85,600,0.02,timeout,267
2460,-43.05,600,0.02,timeout,267
2461,-57.74,600,0.02,timeout,267
2462,-56.01,69,0.02,enemy,267
2463,-55.78,600,0.02,timeout,267
2464,-62.97,600,0.02,timeout,267
2465,-69.13,600,0.02,timeout,267
2466,-63.5,600,0.02,timeout,267
2467,-63.7,600,0.02,timeout,267
2468,-61.74,600,0.02,timeout,267
2469,-70.65,600,0.02,timeout,267
2470,-80.02,600,0.02,timeout,267
2471,-66.81,600,0.02,timeout,267
2472,-64.03,600,0.02,timeout,267
2473,-72.8,600,0.02,timeout,267
2474,-71.55,600,0.02,timeout,267
2475,-70.95,600,0.02,timeout,267
2476,-58.96,600,0.02,timeout,267
2477,-92.65,271,0.02,enemy,267
2478,-141.63,493,0.02,enemy,267
2479,-67.3,600,0.02,timeout,267
2480,-46.18,600,0.02,timeout,267
2481,-58.33,600,0.02,timeout,267
2482,-75.6,600,0.02,timeout,267
2483,-74.9,600,0.02,timeout,267
2484,-74.95,600,0.02,timeout,267
2485,-64.65,600,0.02,timeout,267
2486,-70.98,600,0.02,timeout,267
2487,-64.05,600,0.02,timeout,267
2488,-75.5,600,0.02,timeout,267
2489,-57.38,600,0.02,timeout,267
2490,-64.98,600,0.02,timeout,267
2491,-57.44,600,0.02,timeout,267
2492,-69.77,600,0.02,timeout,267
2493,-66.48,600,0.02,timeout,267
2494,-58.65,600,0.02,timeout,267
2495,-51.54,600,0.02,timeout,267
2496,-55.12,600,0.02,timeout,267
2497,-52.23,600,0.02,timeout,267
2498,-80.34,600,0.02,timeout,267
2499,-115.96,600,0.02,timeout,267
2500,-147.36,600,0.02,timeout,267
2501,-202.44,600,0.02,timeout,267
2502,-213.59,600,0.02,timeout,267
2503,-123.5,600,0.02,timeout,267
2504,-242.53,600,0.02,timeout,267
2505,-95.14,600,0.02,timeout,267
2506,-148.3,600,0.02,timeout,267
2507,-92.27,279,0.02,enemy,267
2508,-178.45,600,0.02,timeout,267
2509,-126.65,600,0.02,timeout,267
2510,-115.59,600,0.02,timeout,267
2511,-102.55,600,0.02,timeout,267
2512,-158.89,600,0.02,timeout,267
2513,-78.92,600,0.02,timeout,267
2514,-93.96,600,0.02,timeout,267
2515,-100.0,600,0.02,timeout,267
2516,-155.7,479,0.02,enemy,267
2517,-70.15,600,0.02,timeout,267
2518,-92.74,600,0.02,timeout,267
2519,-83.95,600,0.02,timeout,267
2520,-75.2,600,0.02,timeout,267
2521,-78.2,600,0.02,timeout,267
2522,-83.56,600,0.02,timeout,267
2523,-83.7,600,0.02,timeout,267
2524,-95.06,600,0.02,timeout,267
2525,-79.26,600,0.02,timeout,267
2526,-89.86,600,0.02,timeout,267
2527,-66.1,600,0.02,timeout,267
2528,-79.5,600,0.02,timeout,267
2529,-106.78,600,0.02,timeout,267
2530,-63.7,600,0.02,timeout,267
2531,-111.12,412,0.02,enemy,267
2532,-92.22,600,0.02,timeout,267
2533,-51.75,600,0.02,timeout,267
2534,-64.66,600,0.02,timeout,267
2535,-123.05,452,0.02,enemy,267
2536,-52.25,600,0.02,timeout,267
2537,-66.48,600,0.02,timeout,267
2538,-80.45,600,0.02,timeout,267
2539,-66.34,600,0.02,timeout,267
2540,-74.05,600,0.02,timeout,267
2541,-59.53,600,0.02,timeout,267
2542,-66.74,600,0.02,timeout,267
2543,-68.8,600,0.02,timeout,267
2544,-73.15,600,0.02,timeout,267
2545,-63.7,600,0.02,timeout,267
2546,-101.1,417,0.02,enemy,267
2547,-62.69,600,0.02,timeout,267
2548,-87.69,600,0.02,timeout,267
2549,-67.43,600,0.02,timeout,267
2550,-61.65,600,0.02,timeout,267
2551,-55.88,600,0.02,timeout,267
2552,-70.04,600,0.02,timeout,267
2553,-37.03,600,0.02,timeout,267
2554,-63.7,600,0.02,timeout,267
2555,-61.35,600,0.02,timeout,267
2556,-51.74,600,0.02,timeout,267
2557,-75.3,600,0.02,timeout,267
2558,-47.0,600,0.02,timeout,267
2559,-37.56,600,0.02,timeout,267
2560,-80.03,600,0.02,timeout,267
2561,-79.08,600,0.02,timeout,267
2562,-22.19,600,0.02,timeout,267
2563,-56.08,600,0.02,timeout,267
2564,-43.88,600,0.02,timeout,267
2565,-78.01,600,0.02,timeout,267
2566,-57.09,600,0.02,timeout,267
2567,-64.09,600,0.02,timeout,267
2568,-66.98,600,0.02,timeout,267
2569,-45.88,600,0.02,timeout,267
2570,-39.18,600,0.02,timeout,267
2571,-75.51,600,0.02,timeout,267
2572,-42.99,600,0.02,timeout,267
2573,-49.19,600,0.02,timeout,267
2574,-37.3,600,0.02,timeout,267
2575,-81.99,600,0.02,timeout,267
2576,-72.9,600,0.02,timeout,267
2577,-64.68,600,0.02,timeout,267
2578,-52.28,600,0.02,timeout,267
2579,255.21,600,0.02,success,267
2580,266.73,600,0.02,success,267
2581,-37.42,600,0.02,timeout,267
2582,-31.52,600,0.02,timeout,267
2583,511.74,600,0.02,success,267
2584,-31.73,600,0.02,timeout,267
2585,273.71,600,0.02,success,267
2586,207.67,300,0.02,success,267
2587,200.1,600,0.02,success,267
2588,-80.03,600,0.02,timeout,267
2589,-80.26,600,0.02,timeout,267
2590,-86.21,600,0.02,timeout,267
2591,-86.1,600,0.02,timeout,267
2592,-76.53,600,0.02,timeout,267
2593,222.83,600,0.02,success,267
2594,-45.42,600,0.02,timeout,267
2595,-40.83,600,0.02,timeout,267
2596,-80.63,600,0.02,timeout,267
2597,212.79,600,0.02,success,267
2598,-85.76,600,0.02,timeout,267
2599,-87.54,600,0.02,timeout,267
2600,-79.95,600,0.02,timeout,267
2601,-75.52,600,0.02,timeout,267
2602,-42.03,600,0.02,timeout,267
2603,-41.73,600,0.02,timeout,267
2604,-62.01,600,0.02,timeout,267
2605,551.37,600,0.02,success,267
2606,-51.64,600,0.02,timeout,267
2607,257.86,600,0.02,success,267
2608,-46.23,600,0.02,timeout,267
2609,-50.95,600,0.02,timeout,267
2610,214.71,600,0.02,success,267
2611,-25.82,600,0.02,timeout,267
2612,210.91,600,0.02,success,267
2613,264.15,600,0.02,success,267
2614,-41.82,600,0.02,timeout,267
2615,-46.12,600,0.02,timeout,267
2616,-48.3,600,0.02,timeout,267
2617,-99.36,241,0.02,enemy,267
2618,-31.57,600,0.02,timeout,267
2619,-51.86,600,0.02,timeout,267
2620,-50.15,600,0.02,timeout,267
2621,-67.02,600,0.02,timeout,267
2622,-60.65,600,0.02,timeout,267
2623,-66.0,600,0.02,timeout,267
2624,-69.72,600,0.02,timeout,267
2625,-41.64,600,0.02,timeout,267
2626,-76.8,600,0.02,timeout,267
2627,532.7,600,0.02,success,267
2628,-41.43,600,0.02,timeout,267
2629,-49.15,600,0.02,timeout,267
2630,-46.01,600,0.02,timeout,267
2631,-55.95,600,0.02,timeout,267
2632,-68.95,600,0.02,timeout,267
2633,-59.18,600,0.02,timeout,267
2634,-69.2,600,0.02,timeout,267
2635,-43.92,600,0.02,timeout,267
2636,-56.01,600,0.02,timeout,267
2637,-114.17,600,0.02,timeout,267
2638,-50.32,600,0.02,timeout,267
2639,-64.23,600,0.02,timeout,267
2640,-56.53,600,0.02,timeout,267
2641,-40.34,600,0.02,timeout,267
2642,-43.65,600,0.02,timeout,267
2643,-55.3,600,0.02,timeout,267
2644,221.53,600,0.02,success,267
2645,-51.25,600,0.02,timeout,267
2646,-69.85,600,0.02,timeout,267
2647,-56.25,600,0.02,timeout,267
2648,-60.1,600,0.02,timeout,267
2649,-101.09,600,0.02,timeout,267
2650,-75.96,600,0.02,timeout,267
2651,-198.86,600,0.02,timeout,267
2652,-94.54,600,0.02,timeout,267
2653,-115.14,600,0.02,timeout,267
2654,-88.98,600,0.02,timeout,267
2655,-93.34,600,0.02,timeout,267
2656,-46.0,600,0.02,timeout,267
2657,-51.79,600,0.02,timeout,267
2658,-54.14,600,0.02,timeout,267
2659,-70.7,600,0.02,timeout,267
2660,-72.98,600,0.02,timeout,267
2661,-73.54,600,0.02,timeout,267
2662,-51.71,600,0.02,timeout,267
2663,-37.22,600,0.02,timeout,267
2664,-68.9,600,0.02,timeout,267
2665,-46.04,600,0.02,timeout,267
2666,-75.36,600,0.02,timeout,267
2667,-82.8,600,0.02,timeout,267
2668,-91.54,600,0.02,timeout,267
2669,-41.85,600,0.02,timeout,267
2670,-65.53,600,0.02,timeout,267
2671,-65.8,600,0.02,timeout,267
2672,-60.08,600,0.02,timeout,267
2673,-36.48,600,0.02,timeout,267
2674,-126.03,600,0.02,timeout,267
2675,-52.33,600,0.02,timeout,267
2676,-85.99,600,0.02,timeout,267
2677,-73.7,600,0.02,timeout,267
2678,-85.25,600,0.02,timeout,267
2679,-56.08,600,0.02,timeout,267
2680,-112.7,600,0.02,timeout,267
2681,-66.71,600,0.02,timeout,267
2682,-76.18,600,0.02,timeout,267
2683,-41.63,600,0.02,timeout,267
2684,-76.4,600,0.02,timeout,267
2685,-112.54,600,0.02,timeout,267
2686,-84.44,600,0.02,timeout,267
2687,-94.73,600,0.02,timeout,267
2688,-94.45,600,0.02,timeout,267
2689,-80.7,600,0.02,timeout,267
2690,-57.24,600,0.02,timeout,267
2691,-73.09,600,0.02,timeout,267
2692,-62.99,600,0.02,timeout,267
2693,-66.7,600,0.02,timeout,267
2694,-68.51,600,0.02,timeout,267
2695,-61.65,600,0.02,timeout,267
2696,-87.55,600,0.02,timeout,267
2697,-63.05,600,0.02,timeout,267
2698,-50.61,600,0.02,timeout,267
2699,-79.3,600,0.02,timeout,267
2700,-83.49,600,0.02,timeout,267
2701,-63.95,600,0.02,timeout,267
2702,-64.15,600,0.02,timeout,267
2703,-86.6,251,0.02,enemy,267
2704,-65.8,600,0.02,timeout,267
2705,-53.44,600,0.02,timeout,267
2706,-55.93,600,0.02,timeout,267
2707,-82.86,600,0.02,timeout,267
2708,-63.09,600,0.02,timeout,267
2709,-68.62,600,0.02,timeout,267
2710,-77.54,600,0.02,timeout,267
2711,-64.3,600,0.02,timeout,267
2712,-97.55,600,0.02,timeout,267
2713,-70.44,600,0.02,timeout,267
2714,-63.37,600,0.02,timeout,267
2715,-60.38,600,0.02,timeout,267
2716,-35.63,600,0.02,timeout,267
2717,219.36,600,0.02,success,267
2718,-35.03,600,0.02,timeout,267
2719,-122.43,600,0.02,timeout,267
2720,-164.13,600,0.02,timeout,267
2721,-97.03,600,0.02,timeout,267
2722,-137.94,600,0.02,timeout,267
2723,-63.1,600,0.02,timeout,267
2724,-76.84,600,0.02,timeout,267
2725,-79.47,600,0.02,timeout,267
2726,-65.85,600,0.02,timeout,267
2727,-93.34,600,0.02,timeout,267
2728,-61.55,600,0.02,timeout,267
2729,-62.14,600,0.02,timeout,267
2730,-71.56,600,0.02,timeout,267
2731,-62.74,600,0.02,timeout,267
2732,-75.5,600,0.02,timeout,267
2733,-64.65,600,0.02,timeout,267
2734,-59.8,600,0.02,timeout,267
2735,-33.05,600,0.02,timeout,267
2736,-52.74,600,0.02,timeout,267
2737,-118.0,600,0.02,timeout,267
2738,-42.15,600,0.02,timeout,267
2739,-57.38,600,0.02,timeout,267
2740,-58.74,600,0.02,timeout,267
2741,-44.55,600,0.02,timeout,267
2742,-61.3,600,0.02,timeout,267
2743,-61.35,600,0.02,timeout,267
2744,-83.4,600,0.02,timeout,267
2745,-48.74,600,0.02,timeout,267
2746,-52.66,600,0.02,timeout,267
2747,-60.92,600,0.02,timeout,267
2748,-69.45,600,0.02,timeout,267
2749,-157.14,573,0.02,enemy,267
2750,-64.35,600,0.02,timeout,267
2751,-74.87,600,0.02,timeout,267
2752,-64.51,600,0.02,timeout,267
2753,-76.75,600,0.02,timeout,267
2754,-67.3,600,0.02,timeout,267
2755,-64.65,600,0.02,timeout,267
2756,-57.07,600,0.02,timeout,267
2757,-68.32,600,0.02,timeout,267
2758,-107.24,294,0.02,enemy,267
2759,-78.65,600,0.02,timeout,267
2760,-80.91,600,0.02,timeout,267
2761,-79.4,600,0.02,timeout,267
2762,-67.05,600,0.02,timeout,267
2763,-77.57,600,0.02,timeout,267
2764,-72.75,600,0.02,timeout,267
2765,-48.24,600,0.02,timeout,267
2766,-83.03,600,0.02,timeout,267
2767,-81.72,600,0.02,timeout,267
2768,-40.35,600,0.02,timeout,267
2769,-77.6,600,0.02,timeout,267
2770,-74.63,600,0.02,timeout,267
2771,-86.67,600,0.02,timeout,267
2772,-76.62,600,0.02,timeout,267
2773,-74.95,600,0.02,timeout,267
2774,-64.6,600,0.02,timeout,267
2775,-65.2,600,0.02,timeout,267
2776,-48.64,600,0.02,timeout,267
2777,-57.98,600,0.02,timeout,267
2778,-70.38,600,0.02,timeout,267
2779,-59.4,600,0.02,timeout,267
2780,258.67,600,0.02,success,267
2781,-69.96,600,0.02,timeout,267
2782,-72.22,600,0.02,timeout,267
2783,-60.98,600,0.02,timeout,267
2784,-29.44,600,0.02,timeout,267
2785,-77.46,600,0.02,timeout,267
2786,-67.9,600,0.02,timeout,267
2787,-92.63,600,0.02,timeout,267
2788,-62.92,600,0.02,timeout,267
2789,-30.12,600,0.02,timeout,267
2790,-70.69,600,0.02,timeout,267
2791,-59.75,600,0.02,timeout,267
2792,-63.67,600,0.02,timeout,267
2793,-59.5,600,0.02,timeout,267
2794,-78.83,600,0.02,timeout,267
2795,-62.53,600,0.02,timeout,267
2796,-75.21,600,0.02,timeout,267
2797,-62.28,600,0.02,timeout,267
2798,-59.04,74,0.02,enemy,267
2799,-53.24,600,0.02,timeout,267
2800,-58.0,600,0.02,timeout,267
2801,-55.04,600,0.02,timeout,267
2802,-63.77,600,0.02,timeout,267
2803,-68.04,600,0.02,timeout,267
2804,-70.86,600,0.02,timeout,267
2805,-52.64,600,0.02,timeout,267
2806,-61.55,600,0.02,timeout,267
2807,-63.05,600,0.02,timeout,267
2808,-34.0,600,0.02,timeout,267
2809,-70.27,600,0.02,timeout,267
2810,-53.8,600,0.02,timeout,267
2811,-43.83,600,0.02,timeout,267
2812,-131.3,600,0.02,timeout,267
2813,-83.53,600,0.02,timeout,267
2814,-38.6,600,0.02,timeout,267
2815,-43.37,600,0.02,timeout,267
2816,-75.7,600,0.02,timeout,267
2817,-66.55,600,0.02,timeout,267
2818,-73.45,600,0.02,timeout,267
2819,-64.05,600,0.02,timeout,267
2820,-69.79,600,0.02,timeout,267
2821,-61.68,600,0.02,timeout,267
2822,-63.4,600,0.02,timeout,267
2823,-62.04,600,0.02,timeout,267
2824,-62.85,600,0.02,timeout,267
2825,-78.53,600,0.02,timeout,267
2826,-75.51,600,0.02,timeout,267
2827,-67.22,600,0.02,timeout,267
2828,-75.8,600,0.02,timeout,267
2829,-66.4,600,0.02,timeout,267
2830,-67.35,600,0.02,timeout,267
2831,-61.44,600,0.02,timeout,267
2832,-65.25,600,0.02,timeout,267
2833,-63.24,600,0.02,timeout,267
2834,-60.94,600,0.02,timeout,267
2835,-78.14,600,0.02,timeout,267
2836,-137.52,566,0.02,enemy,267
2837,-61.74,600,0.02,timeout,267
2838,-58.91,600,0.02,timeout,267
2839,-34.75,600,0.02,timeout,267
2840,-40.55,600,0.02,timeout,267
2841,-46.73,600,0.02,timeout,267
2842,-62.27,600,0.02,timeout,267
2843,-64.0,600,0.02,timeout,267
2844,-52.74,600,0.02,timeout,267
2845,-57.55,600,0.02,timeout,267
2846,-62.25,600,0.02,timeout,267
2847,-60.96,600,0.02,timeout,267
2848,-41.15,600,0.02,timeout,267
2849,-54.4,600,0.02,timeout,267
2850,-71.07,161,0.02,enemy,267
2851,-61.95,600,0.02,timeout,267
2852,-60.75,600,0.02,timeout,267
2853,-60.95,600,0.02,timeout,267
2854,-82.32,600,0.02,timeout,267
2855,-38.12,600,0.02,timeout,267
2856,-56.93,600,0.02,timeout,267
2857,-62.85,600,0.02,timeout,267
2858,-59.8,600,0.02,timeout,267
2859,-55.05,600,0.02,timeout,267
2860,-65.64,600,0.02,timeout,267
2861,-47.32,600,0.02,timeout,267
2862,-62.1,600,0.02,timeout,267
2863,-50.31,600,0.02,timeout,267
2864,-55.06,600,0.02,timeout,267
2865,-55.78,600,0.02,timeout,267
2866,-67.45,600,0.02,timeout,267
2867,-73.43,600,0.02,timeout,267
2868,-69.58,600,0.02,timeout,267
2869,-63.15,600,0.02,timeout,267
2870,-77.84,600,0.02,timeout,267
2871,-47.81,600,0.02,timeout,267
2872,-67.55,600,0.02,timeout,267
2873,-59.55,600,0.02,timeout,267
2874,-62.64,600,0.02,timeout,267
2875,-71.76,171,0.02,enemy,267
2876,-79.7,600,0.02,timeout,267
2877,-66.9,600,0.02,timeout,267
2878,-70.7,600,0.02,timeout,267
2879,-67.63,600,0.02,timeout,267
2880,-60.6,600,0.02,timeout,267
2881,-66.75,600,0.02,timeout,267
2882,-58.38,600,0.02,timeout,267
2883,-71.64,600,0.02,timeout,267
2884,-60.77,600,0.02,timeout,267
2885,-61.04,600,0.02,timeout,267
2886,-59.48,600,0.02,timeout,267
2887,-67.44,600,0.02,timeout,267
2888,-64.68,600,0.02,timeout,267
2889,-62.55,600,0.02,timeout,267
2890,-73.73,600,0.02,timeout,267
2891,-65.11,600,0.02,timeout,267
2892,-67.8,600,0.02,timeout,267
2893,-80.38,600,0.02,timeout,267
2894,-93.45,600,0.02,timeout,267
2895,-82.75,600,0.02,timeout,267
2896,-78.75,600,0.02,timeout,267
2897,-68.34,600,0.02,timeout,267
2898,-80.28,600,0.02,timeout,267
2899,-59.64,600,0.02,timeout,267
2900,-61.58,600,0.02,timeout,267
2901,-71.04,600,0.02,timeout,267
2902,-114.87,410,0.02,enemy,267
2903,-77.0,600,0.02,timeout,267
2904,-64.6,600,0.02,timeout,267
2905,-75.1,600,0.02,timeout,267
2906,-61.88,600,0.02,timeout,267
2907,-60.17,600,0.02,timeout,267
2908,-52.23,600,0.02,timeout,267
2909,-60.5,600,0.02,timeout,267
2910,-51.43,600,0.02,timeout,267
2911,-83.65,600,0.02,timeout,267
2912,273.4,600,0.02,success,267
2913,-54.24,600,0.02,timeout,267
2914,-60.75,600,0.02,timeout,267
2915,-60.9,600,0.02,timeout,267
2916,-40.12,600,0.02,timeout,267
2917,-65.2,600,0.02,timeout,267
2918,-78.87,600,0.02,timeout,267
2919,-67.6,600,0.02,timeout,267
2920,-51.23,600,0.02,timeout,267
2921,-66.4,600,0.02,timeout,267
2922,-61.76,600,0.02,timeout,267
2923,-70.1,600,0.02,timeout,267
2924,-52.15,600,0.02,timeout,267
2925,-86.56,600,0.02,timeout,267
2926,-103.35,600,0.02,timeout,267
2927,-62.73,600,0.02,timeout,267
2928,-107.66,600,0.02,timeout,267
2929,-68.27,600,0.02,timeout,267
2930,-140.19,600,0.02,timeout,267
2931,-155.59,600,0.02,timeout,267
2932,-80.53,600,0.02,timeout,267
2933,-61.86,92,0.02,enemy,267
2934,-164.63,600,0.02,timeout,267
2935,-29.18,600,0.02,timeout,267
2936,-109.2,600,0.02,timeout,267
2937,-33.35,600,0.02,timeout,267
2938,-177.35,600,0.02,timeout,267
2939,-86.74,600,0.02,timeout,267
2940,-51.54,600,0.02,timeout,267
2941,-94.35,600,0.02,timeout,267
2942,-57.86,600,0.02,timeout,267
2943,-69.4,600,0.02,timeout,267
2944,-97.45,600,0.02,timeout,267
2945,-86.44,600,0.02,timeout,267
2946,-54.54,600,0.02,timeout,267
2947,-63.94,600,0.02,timeout,267
2948,-63.98,600,0.02,timeout,267
2949,-161.89,600,0.02,timeout,267
2950,-139.35,600,0.02,timeout,267
2951,-102.03,600,0.02,timeout,267
2952,-57.75,600,0.02,timeout,267
2953,-49.85,600,0.02,timeout,267
2954,-261.26,600,0.02,timeout,267
2955,-98.34,600,0.02,timeout,267
2956,-70.15,600,0.02,timeout,267
2957,-64.05,600,0.02,timeout,267
2958,-72.55,600,0.02,timeout,267
2959,-62.55,600,0.02,timeout,267
2960,-75.8,600,0.02,timeout,267
2961,-73.45,600,0.02,timeout,267
2962,-68.21,600,0.02,timeout,267
2963,-316.55,600,0.02,timeout,270
2964,-58.6,600,0.02,timeout,270
2965,-50.85,600,0.02,timeout,270
2966,-74.75,600,0.02,timeout,270
2967,-41.23,600,0.02,timeout,270
2968,-41.43,600,0.02,timeout,270
2969,-56.6,600,0.02,timeout,270
2970,-364.8,600,0.02,timeout,270
2971,-52.03,600,0.02,timeout,270
2972,-41.73,600,0.02,timeout,270
2973,-32.24,600,0.02,timeout,270
2974,-42.84,600,0.02,timeout,270
2975,-42.42,600,0.02,timeout,270
2976,-38.48,600,0.02,timeout,270
2977,-68.0,600,0.02,timeout,270
2978,-71.45,600,0.02,timeout,270
2979,-62.04,600,0.02,timeout,270
2980,-51.54,600,0.02,timeout,270
2981,-54.13,600,0.02,timeout,270
2982,-90.95,600,0.02,timeout,270
2983,-53.73,600,0.02,timeout,270
2984,-45.51,600,0.02,timeout,270
2985,-81.0,600,0.02,timeout,270
2986,-80.65,600,0.02,timeout,270
2987,-96.94,600,0.02,timeout,270
2988,-77.26,600,0.02,timeout,270
2989,-51.04,600,0.02,timeout,270
2990,-65.73,600,0.02,timeout,270
2991,-76.55,600,0.02,timeout,270
2992,-66.95,162,0.02,enemy,270
2993,-58.57,600,0.02,timeout,270
2994,-130.55,467,0.02,enemy,270
2995,-55.9,600,0.02,timeout,270
2996,-58.63,600,0.02,timeout,270
2997,-71.57,600,0.02,timeout,270
2998,-63.68,600,0.02,timeout,270
2999,-45.63,600,0.02,timeout,270
3000,-66.85,600,0.02,timeout,270
