episode,return,steps,epsilon,end_reason,states_visited
703,-80.32,600,0.6178,timeout,250
704,-79.98,600,0.6173,timeout,250
705,-86.64,600,0.6167,timeout,250
706,-83.75,600,0.6162,timeout,250
707,-610.23,546,0.6156,enemy,250
708,-79.98,600,0.6151,timeout,250
709,-81.99,600,0.6145,timeout,250
710,-87.04,600,0.614,timeout,250
711,-79.94,600,0.6134,timeout,250
712,-80.14,600,0.6129,timeout,250
713,-85.05,600,0.6124,timeout,250
714,-86.88,600,0.6118,timeout,250
715,-83.75,600,0.6113,timeout,250
716,-87.42,600,0.6107,timeout,250
717,-79.94,600,0.6102,timeout,250
718,-174.91,600,0.6096,timeout,250
719,-69.14,174,0.6091,enemy,250
720,-86.92,600,0.6085,timeout,250
721,-34.95,600,0.608,timeout,250
722,-233.67,600,0.6075,timeout,250
723,-40.65,600,0.6069,timeout,250
724,-239.49,529,0.6064,enemy,250
725,-163.25,600,0.6058,timeout,250
726,-86.21,600,0.6053,timeout,250
727,-102.46,542,0.6047,enemy,250
728,-26.07,600,0.6042,timeout,250
729,-83.82,600,0.6036,timeout,250
730,-85.93,326,0.6031,enemy,250
731,-227.04,230,0.6026,enemy,250
732,-86.33,600,0.602,timeout,250
733,-87.46,600,0.6015,timeout,250
734,-29.73,600,0.6009,timeout,250
735,-85.07,600,0.6004,timeout,250
736,-87.52,600,0.5998,timeout,250
737,-86.32,600,0.5993,timeout,250
738,-86.21,600,0.5987,timeout,250
739,-283.7,386,0.5982,enemy,250
740,-91.61,383,0.5977,enemy,250
741,-278.41,483,0.5971,enemy,250
742,-21.73,600,0.5966,timeout,250
743,-28.25,600,0.596,timeout,250
744,-306.95,600,0.5955,timeout,250
745,-85.08,600,0.5949,timeout,250
746,-344.08,600,0.5944,timeout,250
747,-85.12,600,0.5938,timeout,250
748,-79.96,600,0.5933,timeout,250
749,-82.0,600,0.5928,timeout,250
750,-87.46,600,0.5922,timeout,250
751,-79.94,600,0.5917,timeout,250
752,-83.67,600,0.5911,timeout,250
753,-84.98,600,0.5906,timeout,250
754,-87.38,600,0.59,timeout,250
755,-87.01,600,0.5895,timeout,250
756,-82.07,600,0.5889,timeout,250
757,-87.52,600,0.5884,timeout,250
758,-80.5,600,0.5879,timeout,250
759,-81.96,600,0.5873,timeout,250
760,-86.92,600,0.5868,timeout,250
761,-87.52,600,0.5862,timeout,250
762,-84.98,600,0.5857,timeout,250
763,-83.61,600,0.5851,timeout,250
764,-93.22,420,0.5846,enemy,250
765,-87.39,600,0.584,timeout,250
766,-83.67,600,0.5835,timeout,250
767,-87.52,600,0.583,timeout,250
768,-87.41,600,0.5824,timeout,250
769,-83.6,600,0.5819,timeout,250
770,-87.78,600,0.5813,timeout,250
771,-80.32,600,0.5808,timeout,250
772,-86.31,600,0.5802,timeout,250
773,-85.05,600,0.5797,timeout,250
774,-85.06,600,0.5791,timeout,250
775,-20.89,600,0.5786,timeout,250
776,-85.21,600,0.5781,timeout,250
777,-83.57,600,0.5775,timeout,250
778,-79.97,600,0.577,timeout,250
779,-54.85,600,0.5764,timeout,250
780,-80.63,600,0.5759,timeout,250
781,-21.07,600,0.5753,timeout,250
782,-80.96,300,0.5748,enemy,250
783,-139.43,600,0.5742,timeout,250
784,-84.58,336,0.5737,enemy,250
785,-81.96,600,0.5732,timeout,250
786,-179.97,600,0.5726,timeout,250
787,-82.12,600,0.5721,timeout,250
788,-403.71,536,0.5715,enemy,250
789,88.7,600,0.571,success,250
790,-85.21,600,0.5704,timeout,250
791,-85.06,600,0.5699,timeout,250
792,-87.54,600,0.5693,timeout,250
793,-79.94,600,0.5688,timeout,250
794,-84.98,600,0.5683,timeout,250
795,-83.77,600,0.5677,timeout,250
796,-278.49,591,0.5672,enemy,250
797,-85.05,600,0.5666,timeout,250
798,-74.23,285,0.5661,enemy,250
799,-482.49,600,0.5655,timeout,250
800,-87.41,600,0.565,timeout,250
801,-30.37,600,0.5644,timeout,250
802,-30.12,600,0.5639,timeout,250
803,-461.25,567,0.5634,enemy,250
804,-374.91,380,0.5628,enemy,250
805,-102.5,546,0.5623,enemy,250
806,-85.08,600,0.5617,timeout,250
807,-266.91,409,0.5612,enemy,250
808,-266.07,395,0.5606,enemy,250
809,-86.38,600,0.5601,timeout,250
810,-86.15,600,0.5595,timeout,250
811,-80.32,600,0.559,timeout,250
812,-17.05,600,0.5585,timeout,250
813,-85.21,600,0.5579,timeout,250
814,-159.96,600,0.5574,timeout,250
815,-49.63,600,0.5568,timeout,250
816,-80.26,600,0.5563,timeout,250
817,-321.37,386,0.5557,enemy,250
818,-104.28,423,0.5552,enemy,250
819,-439.81,600,0.5546,timeout,250
820,226.98,600,0.5541,success,252
821,230.12,600,0.5536,success,253
822,-30.65,600,0.553,timeout,253
823,-101.41,539,0.5525,enemy,253
824,-77.2,271,0.5519,enemy,253
825,-87.53,600,0.5514,timeout,253
826,-83.6,600,0.5508,timeout,253
827,-85.88,345,0.5503,enemy,253
828,-174.94,566,0.5497,enemy,254
829,-247.46,382,0.5492,enemy,254
830,-46.1,600,0.5487,timeout,254
831,-76.98,251,0.5481,enemy,254
832,-259.0,600,0.5476,timeout,254
833,-262.7,492,0.547,enemy,254
834,-487.8,600,0.5465,timeout,254
835,-395.06,600,0.5459,timeout,254
836,-909.09,600,0.5454,timeout,254
837,236.56,600,0.5448,success,255
838,-87.69,600,0.5443,timeout,255
839,-85.21,600,0.5438,timeout,255
840,-80.29,392,0.5432,enemy,255
841,-101.62,507,0.5427,enemy,255
842,-83.74,600,0.5421,timeout,255
843,-31.63,600,0.5416,timeout,255
844,-97.72,473,0.541,enemy,255
845,-23.58,600,0.5405,timeout,255
846,-782.76,600,0.5399,timeout,255
847,230.31,600,0.5394,success,255
848,-453.36,600,0.5389,timeout,255
849,-72.7,176,0.5383,enemy,255
850,-77.48,600,0.5378,timeout,255
851,-29.9,600,0.5372,timeout,255
852,-33.74,600,0.5367,timeout,256
853,-79.44,180,0.5361,enemy,256
854,-82.78,600,0.5356,timeout,256
855,-69.99,600,0.535,timeout,256
856,-87.22,600,0.5345,timeout,256
857,-83.56,600,0.534,timeout,256
858,-87.35,600,0.5334,timeout,256
859,-86.22,600,0.5329,timeout,256
860,-86.94,600,0.5323,timeout,256
861,-84.13,600,0.5318,timeout,256
862,-79.96,600,0.5312,timeout,256
863,-86.18,600,0.5307,timeout,256
864,-86.17,600,0.5301,timeout,256
865,-21.81,600,0.5296,timeout,256
866,-80.13,600,0.5291,timeout,256
867,-83.61,600,0.5285,timeout,256
868,-87.37,600,0.528,timeout,256
869,-79.95,600,0.5274,timeout,256
870,-86.95,600,0.5269,timeout,256
871,-85.5,600,0.5263,timeout,256
872,-86.88,600,0.5258,timeout,256
873,-81.97,600,0.5252,timeout,256
874,-86.6,600,0.5247,timeout,256
875,-151.43,421,0.5242,enemy,256
876,-116.8,165,0.5236,enemy,256
877,-106.75,85,0.5231,enemy,256
878,-104.13,600,0.5225,timeout,256
879,551.3,600,0.522,success,259
880,-210.02,520,0.5214,enemy,259
881,-119.69,544,0.5209,enemy,259
882,-289.04,600,0.5203,timeout,259
883,-149.13,600,0.5198,timeout,259
884,-827.17,600,0.5193,timeout,259
885,-81.52,600,0.5187,timeout,259
886,-129.85,600,0.5182,timeout,259
887,-386.33,600,0.5176,timeout,259
888,-85.06,600,0.5171,timeout,259
889,-87.57,600,0.5165,timeout,259
890,-86.24,600,0.516,timeout,259
891,-86.17,600,0.5154,timeout,259
892,-83.69,600,0.5149,timeout,259
893,-84.99,600,0.5144,timeout,259
894,-83.67,600,0.5138,timeout,259
895,-280.8,578,0.5133,enemy,260
896,-81.96,600,0.5127,timeout,260
897,-86.15,600,0.5122,timeout,260
898,-380.51,536,0.5116,enemy,260
899,-87.36,600,0.5111,timeout,260
900,233.22,600,0.5105,success,260
901,-136.0,600,0.51,timeout,260
902,-80.24,210,0.5095,enemy,260
903,-87.42,600,0.5089,timeout,260
904,-79.97,600,0.5084,timeout,260
905,-82.0,600,0.5078,timeout,260
906,-354.67,420,0.5073,enemy,260
907,-79.98,600,0.5067,timeout,260
908,-210.61,387,0.5062,enemy,260
909,-36.96,600,0.5056,timeout,260
910,-125.56,600,0.5051,timeout,260
911,-289.67,339,0.5046,enemy,260
912,-103.9,491,0.504,enemy,260
913,-67.91,188,0.5035,enemy,260
914,-159.17,457,0.5029,enemy,260
915,-72.78,223,0.5024,enemy,260
916,-70.63,201,0.5018,enemy,260
917,-422.51,522,0.5013,enemy,260
918,-282.3,600,0.5007,timeout,260
919,-118.1,141,0.5002,enemy,260
920,-213.11,600,0.4997,timeout,260
921,-258.27,497,0.4991,enemy,260
922,-85.13,600,0.4986,timeout,260
923,-83.58,600,0.498,timeout,260
924,-166.74,600,0.4975,timeout,260
925,-53.47,600,0.4969,timeout,260
926,-159.68,600,0.4964,timeout,260
927,-87.38,600,0.4958,timeout,260
928,-144.8,600,0.4953,timeout,260
929,-338.17,409,0.4948,enemy,260
930,-388.3,569,0.4942,enemy,260
931,-272.91,378,0.4937,enemy,260
932,-79.96,600,0.4931,timeout,260
933,-84.99,600,0.4926,timeout,260
934,-80.13,600,0.492,timeout,260
935,-87.42,600,0.4915,timeout,260
936,231.48,600,0.4909,success,260
937,-84.13,600,0.4904,timeout,260
938,-59.93,600,0.4899,timeout,260
939,-81.86,600,0.4893,timeout,260
940,-85.06,600,0.4888,timeout,260
941,-80.03,600,0.4882,timeout,260
942,-86.18,600,0.4877,timeout,260
943,-82.04,600,0.4871,timeout,260
944,-79.95,600,0.4866,timeout,260
945,-85.16,600,0.486,timeout,260
946,-83.69,600,0.4855,timeout,260
947,-87.38,600,0.485,timeout,260
948,-87.38,600,0.4844,timeout,260
949,-86.23,600,0.4839,timeout,260
950,-87.51,600,0.4833,timeout,260
951,-79.94,600,0.4828,timeout,260
952,-79.94,600,0.4822,timeout,260
953,-85.07,600,0.4817,timeout,260
954,-86.91,600,0.4811,timeout,260
955,-85.07,600,0.4806,timeout,260
956,-128.29,600,0.4801,timeout,260
957,-80.71,600,0.4795,timeout,260
958,-79.98,600,0.479,timeout,260
959,-79.94,600,0.4784,timeout,260
960,-86.95,600,0.4779,timeout,260
961,-86.95,600,0.4773,timeout,260
962,-80.5,600,0.4768,timeout,260
963,-82.17,600,0.4762,timeout,260
964,-83.67,600,0.4757,timeout,260
965,-82.0,600,0.4752,timeout,260
966,-85.06,600,0.4746,timeout,260
967,-86.18,600,0.4741,timeout,260
968,-84.98,600,0.4735,timeout,260
969,-85.06,600,0.473,timeout,260
970,-86.89,600,0.4724,timeout,260
971,-80.03,600,0.4719,timeout,260
972,-87.5,600,0.4713,timeout,260
973,-232.69,600,0.4708,timeout,260
974,-85.07,600,0.4703,timeout,260
975,-81.14,600,0.4697,timeout,260
976,-245.53,259,0.4692,enemy,260
977,-163.7,582,0.4686,enemy,260
978,-118.13,155,0.4681,enemy,260
979,-118.89,145,0.4675,enemy,260
980,-133.1,216,0.467,enemy,260
981,-121.28,134,0.4664,enemy,260
982,-78.47,600,0.4659,timeout,260
983,-149.91,600,0.4654,timeout,260
984,-127.15,600,0.4648,timeout,260
985,-84.65,330,0.4643,enemy,260
986,-54.92,600,0.4637,timeout,260
987,-86.89,600,0.4632,timeout,260
988,-85.59,600,0.4626,timeout,260
989,-87.39,600,0.4621,timeout,260
990,-80.99,600,0.4615,timeout,260
991,-87.71,600,0.461,timeout,260
992,-233.9,551,0.4605,enemy,260
993,-86.87,600,0.4599,timeout,260
994,-290.04,559,0.4594,enemy,260
995,-113.6,489,0.4588,enemy,260
996,-60.82,101,0.4583,enemy,260
997,-196.07,264,0.4577,enemy,260
998,-59.89,113,0.4572,enemy,260
999,-79.96,600,0.4566,timeout,260
1000,234.42,600,0.4561,success,260
1001,-156.79,600,0.4556,timeout,260
1002,-277.2,545,0.455,enemy,260
1003,-47.31,600,0.4545,timeout,260
1004,-77.23,239,0.4539,enemy,260
1005,-66.89,191,0.4534,enemy,260
1006,-182.91,504,0.4528,enemy,260
1007,-237.16,320,0.4523,enemy,260
1008,-34.35,600,0.4517,timeout,260
1009,-144.01,169,0.4512,enemy,260
1010,-230.81,469,0.4507,enemy,260
1011,-76.87,600,0.4501,timeout,260
1012,-39.89,600,0.4496,timeout,260
1013,-120.26,600,0.449,timeout,260
1014,216.77,600,0.4485,success,260
1015,-171.69,600,0.4479,timeout,260
1016,-84.42,600,0.4474,timeout,260
1017,-68.1,156,0.4468,enemy,260
1018,-121.3,600,0.4463,timeout,260
1019,-204.81,230,0.4458,enemy,260
1020,-245.65,496,0.4452,enemy,260
1021,-132.81,600,0.4447,timeout,260
1022,-209.0,393,0.4441,enemy,260
1023,-266.77,301,0.4436,enemy,260
1024,-81.86,600,0.443,timeout,260
1025,-81.96,600,0.4425,timeout,260
1026,-184.95,327,0.4419,enemy,260
1027,-85.05,600,0.4414,timeout,260
1028,-323.86,386,0.4409,enemy,260
1029,-90.11,600,0.4403,timeout,260
1030,-82.04,600,0.4398,timeout,260
1031,-30.69,600,0.4392,timeout,260
1032,-197.59,557,0.4387,enemy,260
1033,-123.76,151,0.4381,enemy,260
1034,-224.75,302,0.4376,enemy,260
1035,-80.91,600,0.437,timeout,260
1036,-68.98,180,0.4365,enemy,260
1037,-166.66,232,0.436,enemy,260
1038,-114.01,600,0.4354,timeout,260
1039,-85.05,600,0.4349,timeout,260
1040,-174.9,306,0.4343,enemy,260
1041,-132.53,600,0.4338,timeout,260
1042,-172.51,570,0.4332,enemy,260
1043,-246.19,566,0.4327,enemy,260
1044,-196.39,600,0.4321,timeout,260
1045,-25.2,600,0.4316,timeout,260
1046,-75.99,600,0.4311,timeout,260
1047,-87.14,600,0.4305,timeout,260
1048,-87.05,600,0.43,timeout,260
1049,-86.94,600,0.4294,timeout,260
1050,-86.88,600,0.4289,timeout,260
1051,-80.86,600,0.4283,timeout,260
1052,-242.72,600,0.4278,timeout,260
1053,-86.17,600,0.4272,timeout,260
1054,-117.74,571,0.4267,enemy,260
1055,-150.73,234,0.4262,enemy,260
1056,-271.71,469,0.4256,enemy,260
1057,-86.21,600,0.4251,timeout,260
1058,-226.5,317,0.4245,enemy,260
1059,-207.86,600,0.424,timeout,260
1060,-224.32,600,0.4234,timeout,260
1061,-162.66,408,0.4229,enemy,260
1062,-110.61,600,0.4223,timeout,260
1063,-255.24,547,0.4218,enemy,260
1064,-65.53,600,0.4213,timeout,260
1065,-190.9,574,0.4207,enemy,260
1066,-102.34,463,0.4202,enemy,260
1067,-212.1,494,0.4196,enemy,260
1068,-169.87,600,0.4191,timeout,260
1069,-87.44,600,0.4185,timeout,260
1070,-30.29,600,0.418,timeout,260
1071,-129.46,600,0.4174,timeout,260
1072,-53.08,600,0.4169,timeout,260
1073,155.31,600,0.4164,success,260
1074,-55.86,600,0.4158,timeout,261
1075,-210.1,411,0.4153,enemy,261
1076,-87.52,600,0.4147,timeout,261
1077,-83.69,600,0.4142,timeout,261
1078,-82.04,600,0.4136,timeout,261
1079,-86.28,600,0.4131,timeout,261
1080,-87.58,600,0.4125,timeout,261
1081,-86.94,600,0.412,timeout,261
1082,-49.51,600,0.4115,timeout,261
1083,-235.03,496,0.4109,enemy,261
1084,-87.85,600,0.4104,timeout,261
1085,-85.08,600,0.4098,timeout,261
1086,-86.98,600,0.4093,timeout,261
1087,-212.02,586,0.4087,enemy,261
1088,-80.26,326,0.4082,enemy,261
1089,-159.59,600,0.4076,timeout,261
1090,-70.6,600,0.4071,timeout,261
1091,-83.64,600,0.4066,timeout,261
1092,-79.95,600,0.406,timeout,261
1093,-82.13,600,0.4055,timeout,261
1094,-79.95,600,0.4049,timeout,261
1095,-79.97,600,0.4044,timeout,261
1096,-81.96,600,0.4038,timeout,261
1097,-87.14,600,0.4033,timeout,261
1098,-85.0,600,0.4027,timeout,261
1099,-83.74,600,0.4022,timeout,261
1100,-69.19,600,0.4017,timeout,261
1101,-80.03,600,0.4011,timeout,261
1102,-87.41,600,0.4006,timeout,261
1103,-86.92,600,0.4,timeout,261
1104,-79.98,600,0.3995,timeout,261
1105,-87.38,600,0.3989,timeout,261
1106,-79.98,600,0.3984,timeout,261
1107,-83.47,600,0.3978,timeout,261
1108,-166.97,600,0.3973,timeout,261
1109,-156.49,600,0.3968,timeout,261
1110,-85.83,327,0.3962,enemy,261
1111,-83.86,347,0.3957,enemy,261
1112,-164.65,600,0.3951,timeout,261
1113,-144.12,600,0.3946,timeout,261
1114,204.74,600,0.394,success,261
1115,-68.99,167,0.3935,enemy,261
1116,-224.98,508,0.3929,enemy,261
1117,-92.26,600,0.3924,timeout,261
1118,-143.44,482,0.3919,enemy,261
1119,-106.54,79,0.3913,enemy,261
1120,-106.44,51,0.3908,enemy,261
1121,-126.9,173,0.3902,enemy,261
1122,-131.93,185,0.3897,enemy,261
1123,-79.72,309,0.3891,enemy,261
1124,-76.32,251,0.3886,enemy,261
1125,-167.82,514,0.388,enemy,261
1126,-81.91,600,0.3875,timeout,261
1127,-74.94,250,0.387,enemy,261
1128,-59.01,600,0.3864,timeout,261
1129,-228.5,570,0.3859,enemy,261
1130,-120.5,600,0.3853,timeout,261
1131,-79.96,600,0.3848,timeout,261
1132,-239.12,475,0.3842,enemy,261
1133,-114.33,107,0.3837,enemy,261
1134,-104.37,471,0.3831,enemy,261
1135,-203.6,325,0.3826,enemy,261
1136,-119.02,208,0.3821,enemy,261
1137,-104.15,458,0.3815,enemy,261
1138,-172.69,320,0.381,enemy,261
1139,-177.99,600,0.3804,timeout,261
1140,-82.18,322,0.3799,enemy,261
1141,-69.99,232,0.3793,enemy,261
1142,-89.09,600,0.3788,timeout,261
1143,-83.69,600,0.3782,timeout,261
1144,-18.22,600,0.3777,timeout,261
1145,-25.89,600,0.3772,timeout,261
1146,-77.35,324,0.3766,enemy,261
1147,-57.11,600,0.3761,timeout,261
1148,-199.96,578,0.3755,enemy,261
1149,-129.8,181,0.375,enemy,261
1150,-105.3,81,0.3744,enemy,261
1151,-138.19,226,0.3739,enemy,261
1152,-115.66,104,0.3733,enemy,261
1153,-124.47,600,0.3728,timeout,261
1154,-75.83,600,0.3723,timeout,261
1155,-217.72,481,0.3717,enemy,261
1156,-162.11,600,0.3712,timeout,261
1157,-227.8,517,0.3706,enemy,261
1158,232.6,600,0.3701,success,261
1159,-191.15,374,0.3695,enemy,261
1160,-211.93,462,0.369,enemy,261
1161,-151.0,600,0.3684,timeout,261
1162,-25.69,600,0.3679,timeout,261
1163,-205.7,576,0.3674,enemy,261
1164,-88.41,371,0.3668,enemy,261
1165,-75.58,237,0.3663,enemy,261
1166,-84.23,600,0.3657,timeout,261
1167,-41.58,600,0.3652,timeout,261
1168,-86.87,600,0.3646,timeout,261
1169,-24.76,600,0.3641,timeout,261
1170,-87.69,600,0.3635,timeout,261
1171,-152.46,600,0.363,timeout,261
1172,-87.36,600,0.3625,timeout,261
1173,-86.92,600,0.3619,timeout,261
1174,-81.91,600,0.3614,timeout,261
1175,-83.58,600,0.3608,timeout,261
1176,-87.85,600,0.3603,timeout,261
1177,-122.0,600,0.3597,timeout,261
1178,-87.01,600,0.3592,timeout,261
1179,-79.95,600,0.3586,timeout,261
1180,-79.94,600,0.3581,timeout,261
1181,-74.44,600,0.3576,timeout,261
1182,-79.95,600,0.357,timeout,261
1183,-85.13,600,0.3565,timeout,261
1184,-87.39,600,0.3559,timeout,261
1185,-79.94,600,0.3554,timeout,261
1186,-83.6,600,0.3548,timeout,261
1187,-86.12,600,0.3543,timeout,261
1188,-85.0,600,0.3537,timeout,261
1189,-75.32,267,0.3532,enemy,261
1190,-80.06,600,0.3527,timeout,261
1191,-86.12,600,0.3521,timeout,261
1192,-87.37,600,0.3516,timeout,261
1193,-85.5,600,0.351,timeout,261
1194,-87.57,600,0.3505,timeout,261
1195,-79.96,600,0.3499,timeout,261
1196,-87.22,600,0.3494,timeout,261
1197,-98.25,600,0.3488,timeout,261
1198,-75.6,600,0.3483,timeout,261
1199,232.59,600,0.3478,success,261
1200,-44.03,600,0.3472,timeout,261
1201,-155.46,600,0.3467,timeout,261
1202,-227.84,556,0.3461,enemy,261
1203,-125.55,231,0.3456,enemy,261
1204,-87.37,600,0.345,timeout,261
1205,-113.66,600,0.3445,timeout,261
1206,-141.7,600,0.3439,timeout,261
1207,-216.3,549,0.3434,enemy,261
1208,-63.75,600,0.3429,timeout,261
1209,-83.74,600,0.3423,timeout,261
1210,237.01,600,0.3418,success,261
1211,-211.39,399,0.3412,enemy,261
1212,-82.13,600,0.3407,timeout,261
1213,-157.85,453,0.3401,enemy,261
1214,-226.7,566,0.3396,enemy,261
1215,-80.03,600,0.339,timeout,261
1216,-86.98,600,0.3385,timeout,261
1217,-98.03,600,0.338,timeout,261
1218,-86.15,600,0.3374,timeout,261
1219,-87.37,600,0.3369,timeout,261
1220,-87.53,600,0.3363,timeout,261
1221,-80.04,600,0.3358,timeout,261
1222,-81.91,600,0.3352,timeout,261
1223,-79.96,600,0.3347,timeout,261
1224,-86.94,600,0.3341,timeout,261
1225,-86.15,600,0.3336,timeout,261
1226,-81.96,600,0.3331,timeout,261
1227,-87.48,600,0.3325,timeout,261
1228,-81.91,600,0.332,timeout,261
1229,-81.96,600,0.3314,timeout,261
1230,-25.97,600,0.3309,timeout,261
1231,-80.03,600,0.3303,timeout,261
1232,-79.96,600,0.3298,timeout,261
1233,-81.96,600,0.3292,timeout,261
1234,-86.17,600,0.3287,timeout,261
1235,-73.65,600,0.3282,timeout,261
1236,-79.97,600,0.3276,timeout,261
1237,-79.94,600,0.3271,timeout,261
1238,-85.35,600,0.3265,timeout,261
1239,-85.42,600,0.326,timeout,261
1240,237.33,600,0.3254,success,261
1241,-83.57,600,0.3249,timeout,261
1242,-87.74,600,0.3243,timeout,261
1243,-86.15,600,0.3238,timeout,261
1244,-86.91,600,0.3233,timeout,261
1245,228.83,600,0.3227,success,261
1246,-82.0,600,0.3222,timeout,261
1247,-156.41,383,0.3216,enemy,261
1248,-65.47,600,0.3211,timeout,261
1249,-87.39,600,0.3205,timeout,261
1250,-86.55,600,0.32,timeout,261
1251,-159.2,576,0.3194,enemy,261
1252,-137.11,600,0.3189,timeout,261
1253,-141.27,345,0.3184,enemy,261
1254,-220.62,475,0.3178,enemy,261
1255,-160.94,600,0.3173,timeout,261
1256,190.2,321,0.3167,success,261
1257,-196.07,422,0.3162,enemy,261
1258,-107.97,85,0.3156,enemy,261
1259,-127.62,235,0.3151,enemy,261
1260,-136.0,222,0.3145,enemy,261
1261,-121.72,600,0.314,timeout,261
1262,-80.26,600,0.3135,timeout,261
1263,-110.26,95,0.3129,enemy,261
1264,-149.13,308,0.3124,enemy,261
1265,-168.89,411,0.3118,enemy,261
1266,-137.23,219,0.3113,enemy,261
1267,-190.54,493,0.3107,enemy,261
1268,-126.33,176,0.3102,enemy,261
1269,-122.18,140,0.3096,enemy,261
1270,-137.65,215,0.3091,enemy,261
1271,-111.1,89,0.3086,enemy,261
1272,-134.68,600,0.308,timeout,261
1273,-146.2,257,0.3075,enemy,261
1274,-199.94,563,0.3069,enemy,261
1275,-107.27,58,0.3064,enemy,261
1276,-80.24,600,0.3058,timeout,261
1277,-103.47,600,0.3053,timeout,261
1278,-174.79,600,0.3047,timeout,261
1279,-44.93,600,0.3042,timeout,261
1280,-67.26,600,0.3037,timeout,261
1281,-165.5,490,0.3031,enemy,261
1282,-39.95,600,0.3026,timeout,261
1283,-48.0,600,0.302,timeout,261
1284,-89.02,600,0.3015,timeout,261
1285,-38.1,600,0.3009,timeout,261
1286,-169.02,311,0.3004,enemy,261
1287,-149.23,170,0.2998,enemy,261
1288,-46.2,600,0.2993,timeout,261
1289,-76.21,600,0.2988,timeout,261
1290,-142.5,600,0.2982,timeout,261
1291,-134.11,600,0.2977,timeout,261
1292,-87.57,600,0.2971,timeout,261
1293,-74.2,228,0.2966,enemy,261
1294,-98.0,600,0.296,timeout,261
1295,-128.49,600,0.2955,timeout,261
1296,-74.19,240,0.2949,enemy,261
1297,199.53,600,0.2944,success,261
1298,-84.43,600,0.2939,timeout,261
1299,-186.59,400,0.2933,enemy,261
1300,-103.77,600,0.2928,timeout,261
1301,-172.62,314,0.2922,enemy,261
1302,-122.0,600,0.2917,timeout,261
1303,-131.68,600,0.2911,timeout,261
1304,-55.94,600,0.2906,timeout,261
1305,-134.3,225,0.29,enemy,261
1306,-162.27,600,0.2895,timeout,261
1307,-127.5,600,0.289,timeout,261
1308,-129.98,600,0.2884,timeout,261
1309,-101.78,600,0.2879,timeout,261
1310,-145.94,600,0.2873,timeout,261
1311,-126.53,224,0.2868,enemy,261
1312,-120.19,149,0.2862,enemy,261
1313,-118.47,600,0.2857,timeout,261
1314,-83.11,331,0.2851,enemy,261
1315,-134.7,219,0.2846,enemy,261
1316,-147.22,600,0.2841,timeout,261
1317,-105.8,600,0.2835,timeout,261
1318,-108.96,600,0.283,timeout,261
1319,-124.91,600,0.2824,timeout,261
1320,-184.87,406,0.2819,enemy,261
1321,-157.71,229,0.2813,enemy,261
1322,-88.4,600,0.2808,timeout,261
1323,-201.54,556,0.2802,enemy,261
1324,-199.84,552,0.2797,enemy,261
1325,-122.52,554,0.2792,enemy,261
1326,-38.21,600,0.2786,timeout,261
1327,-99.83,497,0.2781,enemy,261
1328,-132.11,600,0.2775,timeout,261
1329,-112.49,96,0.277,enemy,261
1330,-79.14,600,0.2764,timeout,261
1331,-123.43,551,0.2759,enemy,261
1332,263.63,600,0.2753,success,261
1333,-22.01,600,0.2748,timeout,261
1334,-78.85,600,0.2743,timeout,261
1335,-188.1,578,0.2737,enemy,261
1336,-87.42,600,0.2732,timeout,261
1337,-110.27,600,0.2726,timeout,261
1338,-86.21,600,0.2721,timeout,261
1339,-86.17,600,0.2715,timeout,261
1340,-87.39,600,0.271,timeout,261
1341,-165.19,491,0.2704,enemy,261
1342,-62.98,107,0.2699,enemy,261
1343,-158.0,393,0.2694,enemy,261
1344,-87.42,329,0.2688,enemy,261
1345,854.88,600,0.2683,success,261
1346,-147.46,600,0.2677,timeout,261
1347,-132.52,234,0.2672,enemy,261
1348,-123.89,600,0.2666,timeout,261
1349,-111.6,252,0.2661,enemy,261
1350,-98.69,161,0.2655,enemy,261
1351,-26.53,600,0.265,timeout,261
1352,-104.3,489,0.2645,enemy,261
1353,-98.57,510,0.2639,enemy,261
1354,204.02,600,0.2634,success,261
1355,-49.5,600,0.2628,timeout,261
1356,-74.84,270,0.2623,enemy,261
1357,-58.58,600,0.2617,timeout,261
1358,-57.02,600,0.2612,timeout,261
1359,-60.63,106,0.2606,enemy,261
1360,-123.43,149,0.2601,enemy,261
1361,-69.56,241,0.2596,enemy,261
1362,-65.41,600,0.259,timeout,261
1363,-109.53,231,0.2585,enemy,261
1364,-79.88,600,0.2579,timeout,261
1365,-149.58,469,0.2574,enemy,261
1366,-200.0,413,0.2568,enemy,261
1367,-112.28,236,0.2563,enemy,261
1368,-72.19,600,0.2557,timeout,261
1369,-46.2,600,0.2552,timeout,261
1370,-60.06,94,0.2547,enemy,261
1371,214.72,600,0.2541,success,261
1372,-59.09,600,0.2536,timeout,261
1373,-60.4,600,0.253,timeout,261
1374,-140.04,600,0.2525,timeout,261
1375,-92.44,600,0.2519,timeout,261
1376,-107.63,600,0.2514,timeout,261
1377,-150.57,600,0.2508,timeout,261
1378,-124.24,244,0.2503,enemy,261
1379,-93.52,314,0.2498,enemy,261
1380,-84.68,600,0.2492,timeout,261
1381,-119.78,600,0.2487,timeout,261
1382,-81.96,600,0.2481,timeout,261
1383,-85.69,600,0.2476,timeout,261
1384,-100.51,600,0.247,timeout,261
1385,-36.66,600,0.2465,timeout,261
1386,-141.5,327,0.2459,enemy,261
1387,-70.06,180,0.2454,enemy,261
1388,-114.6,600,0.2449,timeout,261
