episode,return,steps,epsilon,end_reason
779,-88.16,401,0.5764,enemy
780,-197.76,592,0.5759,enemy
781,-166.42,232,0.5753,enemy
782,-97.83,515,0.5748,enemy
783,-87.55,600,0.5742,timeout
784,104.02,472,0.5737,success
785,-100.14,1,0.5732,enemy
786,-59.9,102,0.5726,enemy
787,-109.37,537,0.5721,enemy
788,-139.44,228,0.5715,enemy
789,-90.94,357,0.571,enemy
790,-80.39,279,0.5704,enemy
791,-100.14,1,0.5699,enemy
792,-168.8,531,0.5693,enemy
793,-118.63,470,0.5688,enemy
794,-108.09,591,0.5683,enemy
795,-132.63,286,0.5677,enemy
796,-188.93,600,0.5672,enemy
797,-99.99,526,0.5666,enemy
798,-119.13,402,0.5661,enemy
799,-146.55,237,0.5655,enemy
800,-69.85,182,0.565,enemy
801,-175.18,464,0.5644,enemy
802,-119.96,225,0.5639,enemy
803,-239.66,283,0.5634,enemy
804,-70.46,183,0.5628,enemy
805,-152.01,222,0.5623,enemy
806,-162.3,339,0.5617,enemy
807,-65.34,118,0.5612,enemy
808,-62.81,114,0.5606,enemy
809,-143.79,293,0.5601,enemy
810,-146.42,172,0.5595,enemy
811,-65.24,163,0.559,enemy
812,-58.4,111,0.5585,enemy
813,-66.62,121,0.5579,enemy
814,131.69,600,0.5574,success
815,-80.87,236,0.5568,enemy
816,-184.85,288,0.5563,enemy
817,-83.09,343,0.5557,enemy
818,-135.81,336,0.5552,enemy
819,-35.54,600,0.5546,timeout
820,-84.09,600,0.5541,timeout
821,-153.98,304,0.5536,enemy
822,-85.12,600,0.553,timeout
823,-73.55,231,0.5525,enemy
824,-152.22,238,0.5519,enemy
825,-76.43,235,0.5514,enemy
826,-65.59,164,0.5508,enemy
827,-67.37,173,0.5503,enemy
828,-81.59,240,0.5497,enemy
829,-63.57,116,0.5492,enemy
830,-95.59,465,0.5487,enemy
831,-65.45,126,0.5481,enemy
832,-164.17,283,0.5476,enemy
833,-163.04,354,0.547,enemy
834,-65.35,118,0.5465,enemy
835,-122.46,173,0.5459,enemy
836,-126.71,362,0.5454,enemy
837,-66.94,120,0.5448,enemy
838,-80.63,236,0.5443,enemy
839,-178.11,364,0.5438,enemy
840,-285.95,422,0.5432,enemy
841,-71.36,600,0.5427,timeout
842,-84.33,346,0.5421,enemy
843,-159.05,345,0.5416,enemy
844,-116.14,462,0.541,enemy
845,-158.89,392,0.5405,enemy
846,-74.07,237,0.5399,enemy
847,-140.51,231,0.5394,enemy
848,-65.11,121,0.5389,enemy
849,-164.7,239,0.5383,enemy
850,0.0,1,0.5378,enemy
851,-72.72,221,0.5372,enemy
852,-83.55,350,0.5367,enemy
853,-216.46,343,0.5361,enemy
854,-62.99,117,0.5356,enemy
855,-135.34,239,0.535,enemy
856,-72.58,181,0.5345,enemy
857,-136.06,341,0.534,enemy
858,-177.4,225,0.5334,enemy
859,-161.65,416,0.5329,enemy
860,-183.9,592,0.5323,enemy
861,-100.1,1,0.5318,enemy
862,-149.68,169,0.5312,enemy
863,-137.17,171,0.5307,enemy
864,-67.07,170,0.5301,enemy
865,-168.68,241,0.5296,enemy
866,-101.54,68,0.5291,enemy
867,-100.2,1,0.5285,enemy
868,-63.45,118,0.528,enemy
869,-154.35,419,0.5274,enemy
870,-84.35,600,0.5269,timeout
871,-81.37,295,0.5263,enemy
872,-116.55,579,0.5258,enemy
873,-72.42,227,0.5252,enemy
874,-121.68,362,0.5247,enemy
875,-145.05,538,0.5242,enemy
876,-63.88,159,0.5236,enemy
877,-102.76,415,0.5231,enemy
878,-353.65,555,0.5225,enemy
879,-60.55,59,0.522,enemy
880,-100.14,1,0.5214,enemy
881,-109.89,170,0.5209,enemy
882,-68.1,600,0.5203,timeout
883,-52.58,45,0.5198,enemy
884,-62.11,111,0.5193,enemy
885,-74.09,231,0.5187,enemy
886,-149.35,302,0.5182,enemy
887,-71.25,227,0.5176,enemy
888,-105.51,412,0.5171,enemy
889,-105.12,472,0.5165,enemy
890,-199.89,470,0.516,enemy
891,-151.5,300,0.5154,enemy
892,-180.7,341,0.5149,enemy
893,-119.67,177,0.5144,enemy
894,-94.79,429,0.5138,enemy
895,-115.16,178,0.5133,enemy
896,-143.14,179,0.5127,enemy
897,-72.21,177,0.5122,enemy
898,-100.17,1,0.5116,enemy
899,-85.95,600,0.5111,timeout
900,-80.86,600,0.5105,timeout
901,-79.94,600,0.51,timeout
902,-154.05,528,0.5095,enemy
903,-79.94,600,0.5089,timeout
904,-65.27,115,0.5084,enemy
905,-132.76,224,0.5078,enemy
906,-145.5,345,0.5073,enemy
907,-126.29,145,0.5067,enemy
908,-174.51,530,0.5062,enemy
909,-127.99,283,0.5056,enemy
910,-100.2,1,0.5051,enemy
911,-139.36,530,0.5046,enemy
912,-73.56,600,0.504,timeout
913,-141.94,472,0.5035,enemy
914,-126.83,283,0.5029,enemy
915,-143.55,235,0.5024,enemy
916,-59.63,600,0.5018,timeout
917,-85.82,600,0.5013,timeout
918,-56.12,600,0.5007,timeout
919,-108.14,542,0.5002,enemy
920,-85.83,600,0.4997,timeout
921,-103.75,521,0.4991,enemy
922,-155.64,586,0.4986,enemy
923,-205.95,282,0.498,enemy
924,-214.8,581,0.4975,enemy
925,-68.2,211,0.4969,enemy
926,-87.48,600,0.4964,timeout
927,-83.84,348,0.4958,enemy
928,-88.48,126,0.4953,enemy
929,-105.25,158,0.4948,enemy
930,-105.76,165,0.4942,enemy
931,-104.87,48,0.4937,enemy
932,-108.82,114,0.4931,enemy
933,-109.51,537,0.4926,enemy
934,-106.24,186,0.492,enemy
935,-78.73,600,0.4915,timeout
936,-82.68,600,0.4909,timeout
937,-120.53,163,0.4904,enemy
938,-119.53,230,0.4899,enemy
939,-100.1,1,0.4893,enemy
940,-81.48,333,0.4888,enemy
941,-153.03,251,0.4882,enemy
942,-102.37,169,0.4877,enemy
943,-112.06,229,0.4871,enemy
944,-175.29,532,0.4866,enemy
945,-143.52,238,0.486,enemy
946,-193.76,337,0.4855,enemy
947,-151.59,517,0.485,enemy
948,-60.8,60,0.4844,enemy
949,-83.22,311,0.4839,enemy
950,-188.45,469,0.4833,enemy
951,-224.77,469,0.4828,enemy
952,-97.76,478,0.4822,enemy
953,-142.05,169,0.4817,enemy
954,-128.79,177,0.4811,enemy
955,-63.52,165,0.4806,enemy
956,-179.34,283,0.4801,enemy
957,-108.78,172,0.4795,enemy
958,-66.62,167,0.479,enemy
959,-98.37,179,0.4784,enemy
960,-118.22,284,0.4779,enemy
961,-81.68,337,0.4773,enemy
962,-131.15,346,0.4768,enemy
963,-123.26,175,0.4762,enemy
964,-136.83,219,0.4757,enemy
965,-125.76,295,0.4752,enemy
966,-38.37,600,0.4746,timeout
967,-176.77,300,0.4741,enemy
968,-93.58,419,0.4735,enemy
969,-116.06,600,0.473,timeout
970,-128.15,171,0.4724,enemy
971,-112.8,165,0.4719,enemy
972,-130.98,232,0.4713,enemy
973,-86.89,600,0.4708,timeout
974,-87.38,600,0.4703,timeout
975,-84.26,600,0.4697,timeout
976,-86.94,600,0.4692,timeout
977,-108.93,299,0.4686,enemy
978,-87.47,600,0.4681,timeout
979,-84.51,600,0.4675,timeout
980,-85.82,600,0.467,timeout
981,-79.94,600,0.4664,timeout
982,-125.91,308,0.4659,enemy
983,-79.21,239,0.4654,enemy
984,-172.16,466,0.4648,enemy
985,-112.21,181,0.4643,enemy
986,-136.68,469,0.4637,enemy
987,-100.17,1,0.4632,enemy
988,-137.96,479,0.4626,enemy
989,-82.0,600,0.4621,timeout
990,-101.14,600,0.4615,timeout
991,-136.3,415,0.461,enemy
992,-112.55,236,0.4605,enemy
993,-70.18,221,0.4599,enemy
994,-99.25,357,0.4594,enemy
995,-93.47,425,0.4588,enemy
996,121.01,600,0.4583,success
997,-87.16,221,0.4577,enemy
998,-148.59,600,0.4572,timeout
999,-178.28,525,0.4566,enemy
1000,-85.75,600,0.4561,timeout
1001,-69.86,165,0.4556,enemy
1002,-68.1,174,0.455,enemy
1003,-182.77,600,0.4545,enemy
1004,-85.07,300,0.4539,enemy
1005,-79.79,224,0.4534,enemy
1006,-180.05,599,0.4528,enemy
1007,-119.24,236,0.4523,enemy
1008,-118.9,216,0.4517,enemy
1009,-91.14,600,0.4512,timeout
1010,-63.45,153,0.4507,enemy
1011,-100.1,1,0.4501,enemy
1012,-130.79,600,0.4496,timeout
1013,-272.55,578,0.449,enemy
1014,-213.8,600,0.4485,timeout
1015,-81.21,291,0.4479,enemy
1016,-66.07,128,0.4474,enemy
1017,-128.77,289,0.4468,enemy
1018,-189.15,460,0.4463,enemy
1019,-115.16,224,0.4458,enemy
1020,-100.84,1,0.4452,enemy
1021,-207.58,535,0.4447,enemy
1022,-135.35,238,0.4441,enemy
1023,-135.33,218,0.4436,enemy
1024,-127.5,165,0.443,enemy
1025,-153.15,228,0.4425,enemy
1026,-156.01,223,0.4419,enemy
1027,-110.07,165,0.4414,enemy
1028,-56.45,96,0.4409,enemy
1029,-151.84,236,0.4403,enemy
1030,-67.15,121,0.4398,enemy
1031,-87.97,357,0.4392,enemy
1032,-173.0,400,0.4387,enemy
1033,-114.12,484,0.4381,enemy
1034,-113.23,231,0.4376,enemy
1035,-145.06,348,0.437,enemy
1036,-145.05,184,0.4365,enemy
1037,-118.95,198,0.436,enemy
1038,-107.51,123,0.4354,enemy
1039,-149.69,191,0.4349,enemy
1040,-170.11,345,0.4343,enemy
1041,-90.77,116,0.4338,enemy
1042,-137.15,510,0.4332,enemy
1043,0.0,1,0.4327,enemy
1044,-80.78,600,0.4321,timeout
1045,-67.89,127,0.4316,enemy
1046,-74.53,600,0.4311,timeout
1047,-77.9,240,0.4305,enemy
1048,-139.08,289,0.43,enemy
1049,-87.23,600,0.4294,timeout
1050,-120.43,295,0.4289,enemy
1051,-100.14,1,0.4283,enemy
1052,-140.11,583,0.4278,enemy
1053,-72.13,188,0.4272,enemy
1054,-97.0,225,0.4267,enemy
1055,-212.94,595,0.4262,enemy
1056,-135.9,350,0.4256,enemy
1057,-172.71,297,0.4251,enemy
1058,-91.6,453,0.4245,enemy
1059,-87.46,600,0.424,timeout
1060,-32.11,600,0.4234,timeout
1061,-161.61,420,0.4229,enemy
1062,-84.59,392,0.4223,enemy
1063,-101.01,525,0.4218,enemy
1064,-87.45,600,0.4213,timeout
1065,-19.68,594,0.4207,enemy
1066,-84.14,600,0.4202,timeout
1067,-77.32,242,0.4196,enemy
1068,85.36,600,0.4191,success
1069,-171.44,600,0.4185,timeout
1070,-85.83,600,0.418,timeout
1071,-87.59,600,0.4174,timeout
1072,-110.85,598,0.4169,enemy
1073,-85.8,600,0.4164,timeout
1074,-71.35,184,0.4158,enemy
1075,-79.98,600,0.4153,timeout
1076,-87.01,600,0.4147,timeout
1077,-86.65,600,0.4142,timeout
1078,-79.97,600,0.4136,timeout
1079,-165.1,357,0.4131,enemy
1080,-199.41,408,0.4125,enemy
1081,-200.65,282,0.412,enemy
1082,-215.97,600,0.4115,timeout
1083,-56.71,81,0.4109,enemy
1084,-244.83,381,0.4104,enemy
1085,-100.1,1,0.4098,enemy
1086,-187.98,399,0.4093,enemy
1087,-87.67,111,0.4087,enemy
1088,-158.64,543,0.4082,enemy
1089,-116.23,402,0.4076,enemy
1090,-132.64,231,0.4071,enemy
1091,-173.85,531,0.4066,enemy
1092,-150.46,592,0.406,enemy
1093,-96.45,467,0.4055,enemy
1094,-101.1,239,0.4049,enemy
1095,-56.79,74,0.4044,enemy
1096,-138.24,415,0.4038,enemy
1097,-57.85,107,0.4033,enemy
1098,-60.06,61,0.4027,enemy
1099,-112.47,227,0.4022,enemy
1100,-49.52,600,0.4017,timeout
1101,-106.33,418,0.4011,enemy
1102,-140.16,410,0.4006,enemy
1103,-103.28,51,0.4,enemy
1104,35.61,117,0.3995,enemy
1105,-63.62,114,0.3989,enemy
1106,-214.75,408,0.3984,enemy
1107,-55.25,98,0.3978,enemy
1108,-120.9,231,0.3973,enemy
1109,-56.44,103,0.3968,enemy
1110,-116.65,172,0.3962,enemy
1111,-173.45,469,0.3957,enemy
1112,-88.38,600,0.3951,timeout
1113,-154.26,289,0.3946,enemy
1114,-158.05,229,0.394,enemy
1115,-100.02,600,0.3935,timeout
1116,-137.51,170,0.3929,enemy
1117,-58.16,172,0.3924,enemy
1118,-92.71,424,0.3919,enemy
1119,-93.67,600,0.3913,timeout
1120,-77.2,246,0.3908,enemy
1121,-140.97,225,0.3902,enemy
1122,-108.57,529,0.3897,enemy
1123,-123.85,297,0.3891,enemy
1124,-82.04,600,0.3886,timeout
1125,-85.75,600,0.388,timeout
1126,-97.5,509,0.3875,enemy
1127,-75.08,276,0.387,enemy
1128,-71.28,600,0.3864,timeout
1129,-107.41,541,0.3859,enemy
1130,-152.01,401,0.3853,enemy
1131,-56.82,98,0.3848,enemy
1132,-61.38,112,0.3842,enemy
1133,-102.16,57,0.3837,enemy
1134,-256.38,349,0.3831,enemy
1135,-256.6,300,0.3826,enemy
1136,-67.14,123,0.3821,enemy
1137,-61.76,115,0.3815,enemy
1138,-107.93,225,0.381,enemy
1139,-126.36,224,0.3804,enemy
1140,-101.12,172,0.3799,enemy
1141,-102.61,172,0.3793,enemy
1142,-88.42,115,0.3788,enemy
1143,-141.34,184,0.3782,enemy
1144,-131.41,204,0.3777,enemy
1145,-100.51,61,0.3772,enemy
1146,-124.65,178,0.3766,enemy
1147,-62.06,111,0.3761,enemy
1148,-222.01,342,0.3755,enemy
1149,-106.9,165,0.375,enemy
1150,-64.75,118,0.3744,enemy
1151,-115.83,159,0.3739,enemy
1152,0.0,1,0.3733,enemy
1153,-216.44,413,0.3728,enemy
1154,-108.32,302,0.3723,enemy
1155,-132.79,406,0.3717,enemy
1156,-82.96,245,0.3712,enemy
1157,-171.53,340,0.3706,enemy
1158,-140.58,520,0.3701,enemy
1159,-141.3,283,0.3695,enemy
1160,-93.62,223,0.369,enemy
1161,-130.47,232,0.3684,enemy
1162,-100.1,1,0.3679,enemy
1163,-159.16,568,0.3674,enemy
1164,-80.04,600,0.3668,timeout
1165,-162.42,600,0.3663,timeout
1166,-181.58,347,0.3657,enemy
1167,-60.31,109,0.3652,enemy
1168,-85.46,168,0.3646,enemy
1169,-166.27,291,0.3641,enemy
1170,-81.64,123,0.3635,enemy
1171,-158.33,230,0.363,enemy
1172,-59.36,102,0.3625,enemy
1173,155.37,600,0.3619,success
1174,-71.31,171,0.3614,enemy
1175,168.46,600,0.3608,success
1176,-50.88,45,0.3603,enemy
1177,-264.3,600,0.3597,timeout
1178,-79.69,600,0.3592,timeout
1179,210.43,600,0.3586,success
1180,-56.81,55,0.3581,enemy
1181,-76.54,600,0.3576,timeout
1182,-80.45,109,0.357,enemy
1183,-192.53,465,0.3565,enemy
1184,-80.19,292,0.3559,enemy
1185,-178.0,584,0.3554,enemy
1186,-270.98,416,0.3548,enemy
1187,-100.15,360,0.3543,enemy
1188,-58.05,70,0.3537,enemy
1189,-132.66,346,0.3532,enemy
1190,-127.13,600,0.3527,timeout
1191,-84.67,345,0.3521,enemy
1192,-79.96,600,0.3516,timeout
1193,183.68,600,0.351,success
1194,-140.52,238,0.3505,enemy
1195,-113.21,485,0.3499,enemy
1196,-100.1,1,0.3494,enemy
1197,-87.3,197,0.3488,enemy
1198,-114.5,399,0.3483,enemy
1199,-104.5,297,0.3478,enemy
1200,-80.06,600,0.3472,timeout
1201,-85.87,600,0.3467,timeout
1202,182.12,600,0.3461,success
1203,-107.49,583,0.3456,enemy
1204,-146.3,288,0.345,enemy
1205,-55.66,106,0.3445,enemy
1206,-84.07,600,0.3439,timeout
1207,-80.06,600,0.3434,timeout
1208,-94.21,455,0.3429,enemy
1209,-125.29,292,0.3423,enemy
1210,-155.96,423,0.3418,enemy
1211,-117.33,160,0.3412,enemy
1212,-94.45,119,0.3407,enemy
1213,-122.84,276,0.3401,enemy
1214,-127.69,229,0.3396,enemy
1215,-101.35,196,0.339,enemy
1216,-112.03,172,0.3385,enemy
1217,-116.89,335,0.338,enemy
1218,-60.32,113,0.3374,enemy
1219,-113.55,526,0.3369,enemy
1220,-158.36,563,0.3363,enemy
1221,-100.1,1,0.3358,enemy
1222,-116.31,343,0.3352,enemy
1223,-165.03,404,0.3347,enemy
1224,-61.82,600,0.3341,timeout
1225,-80.13,600,0.3336,timeout
1226,-85.91,600,0.3331,timeout
1227,-121.9,479,0.3325,enemy
1228,-82.8,180,0.332,enemy
1229,-56.58,96,0.3314,enemy
1230,-58.82,107,0.3309,enemy
1231,-159.01,453,0.3303,enemy
1232,-52.54,600,0.3298,timeout
1233,-59.54,68,0.3292,enemy
1234,-100.1,1,0.3287,enemy
1235,-58.48,114,0.3282,enemy
1236,-124.65,352,0.3276,enemy
1237,-166.43,293,0.3271,enemy
1238,-107.13,166,0.3265,enemy
1239,-147.34,600,0.326,timeout
1240,-56.92,105,0.3254,enemy
1241,-285.38,541,0.3249,enemy
1242,-57.67,73,0.3243,enemy
1243,-56.1,87,0.3238,enemy
1244,-95.67,161,0.3233,enemy
1245,-85.11,108,0.3227,enemy
1246,-58.39,71,0.3222,enemy
1247,117.76,600,0.3216,success
1248,-133.47,232,0.3211,enemy
1249,-158.25,478,0.3205,enemy
1250,-201.03,600,0.32,timeout
1251,-293.35,531,0.3194,enemy
1252,-132.31,300,0.3189,enemy
1253,-100.17,1,0.3184,enemy
1254,-66.64,124,0.3178,enemy
1255,-61.61,107,0.3173,enemy
1256,-93.78,171,0.3167,enemy
1257,-57.93,65,0.3162,enemy
1258,-59.26,141,0.3156,enemy
1259,-95.3,600,0.3151,timeout
1260,144.27,600,0.3145,success
1261,-154.36,600,0.314,timeout
1262,-58.31,74,0.3135,enemy
1263,-147.09,179,0.3129,enemy
1264,-79.93,121,0.3124,enemy
1265,-55.87,58,0.3118,enemy
1266,-104.78,126,0.3113,enemy
1267,-56.44,68,0.3107,enemy
1268,-56.41,103,0.3102,enemy
1269,-65.68,172,0.3096,enemy
1270,-282.37,600,0.3091,timeout
1271,-170.65,330,0.3086,enemy
1272,34.01,600,0.308,success
1273,99.0,600,0.3075,success
1274,-169.02,499,0.3069,enemy
1275,-96.95,521,0.3064,enemy
1276,-149.63,258,0.3058,enemy
1277,-122.85,189,0.3053,enemy
1278,-118.47,118,0.3047,enemy
1279,-57.99,67,0.3042,enemy
1280,-124.95,346,0.3037,enemy
1281,-57.72,58,0.3031,enemy
1282,-57.69,64,0.3026,enemy
1283,-80.17,600,0.302,timeout
1284,-105.57,600,0.3015,timeout
1285,-92.18,460,0.3009,enemy
1286,-80.09,600,0.3004,timeout
1287,-45.74,600,0.2998,timeout
1288,-77.36,600,0.2993,timeout
1289,-93.89,465,0.2988,enemy
1290,-102.84,532,0.2982,enemy
1291,-201.33,518,0.2977,enemy
1292,-125.02,181,0.2971,enemy
1293,-103.36,51,0.2966,enemy
1294,-119.18,173,0.296,enemy
1295,184.06,600,0.2955,success
1296,-59.7,109,0.2949,enemy
1297,-203.44,540,0.2944,enemy
1298,-58.65,70,0.2939,enemy
1299,-185.99,474,0.2933,enemy
1300,-99.4,169,0.2928,enemy
1301,-131.9,160,0.2922,enemy
1302,-132.86,171,0.2917,enemy
1303,-117.78,242,0.2911,enemy
1304,-100.14,1,0.2906,enemy
1305,-85.76,600,0.29,timeout
1306,-71.46,98,0.2895,enemy
1307,-112.54,177,0.289,enemy
1308,-103.36,60,0.2884,enemy
1309,-103.16,52,0.2879,enemy
1310,-62.82,120,0.2873,enemy
1311,171.06,600,0.2868,success
1312,-117.37,153,0.2862,enemy
1313,-148.57,600,0.2857,timeout
1314,-86.11,600,0.2851,timeout
1315,-102.99,481,0.2846,enemy
1316,-189.21,600,0.2841,timeout
1317,-177.28,284,0.2835,enemy
1318,-56.95,98,0.283,enemy
1319,-142.47,600,0.2824,timeout
1320,-85.75,169,0.2819,enemy
1321,-153.4,242,0.2813,enemy
1322,-166.51,354,0.2808,enemy
1323,-100.86,525,0.2802,enemy
1324,-108.56,600,0.2797,timeout
1325,-79.97,600,0.2792,timeout
1326,-85.8,600,0.2786,timeout
1327,181.9,600,0.2781,success
1328,-153.45,537,0.2775,enemy
1329,-114.29,235,0.277,enemy
1330,-58.46,600,0.2764,timeout
1331,-79.26,600,0.2759,timeout
1332,-68.71,131,0.2753,enemy
1333,166.23,600,0.2748,success
1334,-76.58,279,0.2743,enemy
1335,-122.26,234,0.2737,enemy
1336,161.89,600,0.2732,success
1337,-162.4,600,0.2726,timeout
1338,-114.66,302,0.2721,enemy
1339,-143.0,368,0.2715,enemy
1340,-61.14,112,0.271,enemy
1341,-108.42,587,0.2704,enemy
1342,-152.16,600,0.2699,timeout
1343,-57.64,98,0.2694,enemy
1344,-100.1,1,0.2688,enemy
1345,-119.49,178,0.2683,enemy
1346,-100.1,1,0.2677,enemy
1347,-81.53,600,0.2672,timeout
1348,-155.47,412,0.2666,enemy
1349,168.15,600,0.2661,success
1350,-176.93,600,0.2655,timeout
1351,-152.65,538,0.265,enemy
1352,-90.68,217,0.2645,enemy
1353,-107.74,172,0.2639,enemy
1354,-100.14,1,0.2634,enemy
1355,-98.43,179,0.2628,enemy
1356,-89.12,117,0.2623,enemy
1357,-132.95,296,0.2617,enemy
1358,-222.33,600,0.2612,timeout
1359,-142.26,229,0.2606,enemy
1360,-96.53,108,0.2601,enemy
1361,-102.05,600,0.2596,timeout
1362,-181.17,476,0.259,enemy
1363,-145.67,600,0.2585,timeout
1364,-79.97,600,0.2579,timeout
1365,-87.59,600,0.2574,timeout
1366,-165.18,363,0.2568,enemy
1367,-146.98,540,0.2563,enemy
1368,-121.18,600,0.2557,timeout
1369,-90.27,600,0.2552,timeout
1370,-59.15,102,0.2547,enemy
1371,-114.93,168,0.2541,enemy
1372,-110.24,171,0.2536,enemy
1373,-123.99,160,0.253,enemy
1374,-140.55,227,0.2525,enemy
1375,-100.17,1,0.2519,enemy
1376,-195.5,600,0.2514,timeout
1377,166.78,600,0.2508,success
1378,-116.56,173,0.2503,enemy
1379,-56.41,61,0.2498,enemy
1380,207.69,600,0.2492,success
1381,-52.61,41,0.2487,enemy
1382,-71.37,220,0.2481,enemy
1383,-85.92,600,0.2476,timeout
1384,-135.33,600,0.247,timeout
1385,-104.08,475,0.2465,enemy
1386,-105.56,61,0.2459,enemy
1387,-98.55,116,0.2454,enemy
1388,-128.97,238,0.2449,enemy
1389,-75.87,170,0.2443,enemy
1390,-71.99,226,0.2438,enemy
1391,-62.98,115,0.2432,enemy
1392,-174.67,600,0.2427,timeout
1393,-165.6,600,0.2421,timeout
1394,-41.09,246,0.2416,enemy
1395,-142.87,600,0.241,timeout
1396,-114.63,222,0.2405,enemy
1397,-115.36,231,0.24,enemy
1398,-115.91,411,0.2394,enemy
1399,-101.01,161,0.2389,enemy
1400,-74.55,107,0.2383,enemy
1401,-86.55,162,0.2378,enemy
1402,-102.87,233,0.2372,enemy
1403,-60.24,60,0.2367,enemy
1404,-96.9,165,0.2361,enemy
1405,-92.04,183,0.2356,enemy
1406,-56.78,81,0.2351,enemy
1407,-157.91,600,0.2345,timeout
1408,-285.75,600,0.234,timeout
1409,176.36,600,0.2334,success
1410,-53.62,53,0.2329,enemy
1411,-124.74,243,0.2323,enemy
1412,-91.4,127,0.2318,enemy
1413,-215.86,600,0.2312,timeout
1414,-232.77,589,0.2307,enemy
1415,-100.14,1,0.2302,enemy
1416,-141.56,354,0.2296,enemy
1417,119.34,600,0.2291,success
1418,237.74,600,0.2285,success
1419,-194.8,405,0.228,enemy
1420,-65.46,122,0.2274,enemy
1421,-124.94,182,0.2269,enemy
1422,-128.64,177,0.2263,enemy
1423,-71.39,228,0.2258,enemy
1424,-89.06,175,0.2253,enemy
1425,-126.5,225,0.2247,enemy
1426,-71.74,227,0.2242,enemy
1427,-64.09,121,0.2236,enemy
1428,-127.05,292,0.2231,enemy
1429,-137.45,289,0.2225,enemy
1430,200.61,600,0.222,success
1431,-169.87,600,0.2214,timeout
1432,-162.48,600,0.2209,timeout
1433,-86.95,401,0.2204,enemy
1434,-235.62,520,0.2198,enemy
1435,-107.54,174,0.2193,enemy
1436,-91.3,165,0.2187,enemy
1437,137.5,600,0.2182,success
1438,-82.04,600,0.2176,timeout
1439,-154.11,591,0.2171,enemy
1440,-172.71,600,0.2165,timeout
1441,-123.23,300,0.216,enemy
1442,-146.33,600,0.2155,timeout
1443,-133.39,600,0.2149,timeout
1444,-117.9,600,0.2144,timeout
1445,-84.19,600,0.2138,timeout
1446,-85.49,600,0.2133,timeout
1447,-130.27,301,0.2127,enemy
1448,-80.0,600,0.2122,timeout
1449,-145.98,600,0.2116,timeout
1450,-117.15,414,0.2111,enemy
1451,-147.35,349,0.2106,enemy
1452,-80.06,600,0.21,timeout
1453,136.56,600,0.2095,success
1454,-101.14,357,0.2089,enemy
1455,-165.68,598,0.2084,enemy
1456,-129.5,352,0.2078,enemy
1457,-49.19,600,0.2073,timeout
1458,-89.17,600,0.2067,timeout
1459,-150.06,530,0.2062,enemy
1460,-46.77,600,0.2057,timeout
1461,-80.07,600,0.2051,timeout
1462,-139.21,544,0.2046,enemy
1463,-140.65,303,0.204,enemy
1464,-79.33,162,0.2035,enemy
1465,-55.64,60,0.2029,enemy
1466,-124.81,600,0.2024,timeout
1467,170.28,600,0.2018,success
1468,-84.67,600,0.2013,timeout
1469,-114.67,600,0.2008,timeout
1470,-201.53,542,0.2002,enemy
1471,-194.63,595,0.1997,enemy
1472,-159.31,600,0.1991,timeout
1473,-63.34,134,0.1986,enemy
1474,-75.75,110,0.198,enemy
1475,-101.92,222,0.1975,enemy
1476,212.66,600,0.1969,success
1477,-107.76,219,0.1964,enemy
1478,-86.17,360,0.1959,enemy
1479,211.47,600,0.1953,success
1480,-193.86,532,0.1948,enemy
1481,-90.85,114,0.1942,enemy
1482,-77.61,183,0.1937,enemy
1483,225.1,600,0.1931,success
1484,-79.38,600,0.1926,timeout
1485,-62.02,144,0.192,enemy
1486,-129.53,600,0.1915,timeout
1487,-120.42,198,0.191,enemy
1488,-70.96,114,0.1904,enemy
1489,-103.12,277,0.1899,enemy
1490,-71.81,122,0.1893,enemy
1491,-225.62,599,0.1888,enemy
1492,-106.31,292,0.1882,enemy
1493,181.3,600,0.1877,success
1494,-148.93,600,0.1871,timeout
1495,181.25,600,0.1866,success
1496,167.07,600,0.1861,success
1497,-64.01,600,0.1855,timeout
1498,-169.98,351,0.185,enemy
1499,-170.87,600,0.1844,timeout
1500,-133.41,407,0.1839,enemy
1501,-119.48,235,0.1833,enemy
1502,-125.94,296,0.1828,enemy
1503,-100.17,1,0.1822,enemy
1504,-98.27,600,0.1817,timeout
1505,-115.5,600,0.1812,timeout
1506,-95.68,600,0.1806,timeout
1507,193.21,600,0.1801,success
1508,-166.03,600,0.1795,timeout
1509,-67.03,172,0.179,enemy
1510,-111.75,311,0.1784,enemy
1511,-69.08,226,0.1779,enemy
1512,200.14,600,0.1773,success
1513,199.06,600,0.1768,success
1514,206.11,600,0.1763,success
1515,-48.37,42,0.1757,enemy
1516,-149.43,354,0.1752,enemy
1517,-107.73,600,0.1746,timeout
1518,213.53,600,0.1741,success
1519,-127.38,600,0.1735,timeout
1520,-79.99,600,0.173,timeout
1521,-81.85,600,0.1724,timeout
1522,-88.98,237,0.1719,enemy
1523,-89.83,301,0.1714,enemy
1524,-32.52,600,0.1708,timeout
1525,-72.58,600,0.1703,timeout
1526,252.77,600,0.1697,success
1527,-51.41,43,0.1692,enemy
1528,-55.51,104,0.1686,enemy
1529,-119.67,289,0.1681,enemy
1530,-62.05,110,0.1675,enemy
1531,-85.82,600,0.167,timeout
1532,-80.07,600,0.1665,timeout
1533,-87.46,600,0.1659,timeout
1534,-79.96,600,0.1654,timeout
1535,-87.48,600,0.1648,timeout
1536,-52.48,600,0.1643,timeout
