episode,return,steps,epsilon,end_reason
1537,-101.76,239,0.1637,enemy
1538,223.55,600,0.1632,success
1539,-152.2,600,0.1626,timeout
1540,-67.08,176,0.1621,enemy
1541,-87.45,600,0.1616,timeout
1542,-81.97,600,0.161,timeout
1543,-122.37,355,0.1605,enemy
1544,-80.71,600,0.1599,timeout
1545,-86.95,600,0.1594,timeout
1546,-80.06,600,0.1588,timeout
1547,-87.47,600,0.1583,timeout
1548,-79.95,600,0.1577,timeout
1549,-47.57,600,0.1572,timeout
1550,-54.25,600,0.1567,timeout
1551,-98.99,474,0.1561,enemy
1552,-79.36,600,0.1556,timeout
1553,-53.99,95,0.155,enemy
1554,-157.63,600,0.1545,timeout
1555,-175.2,600,0.1539,timeout
1556,-135.93,600,0.1534,timeout
1557,-91.64,600,0.1528,timeout
1558,-108.93,600,0.1523,timeout
1559,-60.77,107,0.1518,enemy
1560,-144.16,600,0.1512,timeout
1561,-111.42,600,0.1507,timeout
1562,-67.29,600,0.1501,timeout
1563,-79.81,600,0.1496,timeout
1564,-146.74,600,0.149,timeout
1565,164.28,600,0.1485,success
1566,-104.09,40,0.1479,enemy
1567,-61.84,113,0.1474,enemy
1568,-137.55,409,0.1469,enemy
1569,-70.09,600,0.1463,timeout
1570,-135.27,419,0.1458,enemy
1571,-144.09,479,0.1452,enemy
1572,-154.5,600,0.1447,timeout
1573,-151.42,600,0.1441,timeout
1574,225.16,600,0.1436,success
1575,-40.68,600,0.143,timeout
1576,-74.72,600,0.1425,timeout
1577,-87.2,600,0.142,timeout
1578,-114.84,310,0.1414,enemy
1579,-123.98,600,0.1409,timeout
1580,-104.76,600,0.1403,timeout
1581,-56.62,69,0.1398,enemy
1582,-141.14,300,0.1392,enemy
1583,243.7,600,0.1387,success
1584,-80.0,600,0.1381,timeout
1585,-106.59,112,0.1376,enemy
1586,-103.53,52,0.1371,enemy
1587,-103.27,44,0.1365,enemy
1588,184.94,600,0.136,success
1589,-109.15,543,0.1354,enemy
1590,-124.9,486,0.1349,enemy
1591,-60.8,600,0.1343,timeout
1592,-80.06,600,0.1338,timeout
1593,-82.37,600,0.1332,timeout
1594,-80.06,600,0.1327,timeout
1595,-64.2,600,0.1322,timeout
1596,-87.53,600,0.1316,timeout
1597,-80.09,600,0.1311,timeout
1598,-79.98,600,0.1305,timeout
1599,-88.63,600,0.13,timeout
1600,-96.58,600,0.1294,timeout
1601,-108.94,600,0.1289,timeout
1602,-154.25,600,0.1283,timeout
1603,-55.84,61,0.1278,enemy
1604,-111.82,239,0.1273,enemy
1605,-135.53,600,0.1267,timeout
1606,-57.22,100,0.1262,enemy
1607,-58.47,62,0.1256,enemy
1608,-56.69,50,0.1251,enemy
1609,-82.37,600,0.1245,timeout
1610,-54.54,53,0.124,enemy
1611,-79.61,600,0.1234,timeout
1612,-58.51,72,0.1229,enemy
1613,226.33,600,0.1224,success
1614,-50.17,41,0.1218,enemy
1615,-63.01,123,0.1213,enemy
1616,-54.63,45,0.1207,enemy
1617,-128.03,600,0.1202,timeout
1618,-53.01,600,0.1196,timeout
1619,-82.6,231,0.1191,enemy
1620,-178.62,600,0.1185,timeout
1621,-107.72,600,0.118,timeout
1622,-108.61,600,0.1175,timeout
1623,-56.79,102,0.1169,enemy
1624,-97.79,243,0.1164,enemy
1625,-56.77,95,0.1158,enemy
1626,-135.25,226,0.1153,enemy
1627,-100.81,191,0.1147,enemy
1628,-54.93,52,0.1142,enemy
1629,-114.28,356,0.1136,enemy
1630,-142.08,600,0.1131,timeout
1631,-133.53,473,0.1126,enemy
1632,-47.29,600,0.112,timeout
1633,-99.01,600,0.1115,timeout
1634,-58.01,74,0.1109,enemy
1635,-133.66,474,0.1104,enemy
1636,-86.81,125,0.1098,enemy
1637,-104.19,600,0.1093,timeout
1638,218.56,600,0.1087,success
1639,-126.09,481,0.1082,enemy
1640,-102.02,600,0.1077,timeout
1641,-148.65,600,0.1071,timeout
1642,192.06,600,0.1066,success
1643,171.89,600,0.106,success
1644,-50.14,40,0.1055,enemy
1645,-87.42,600,0.1049,timeout
1646,-131.45,231,0.1044,enemy
1647,-70.51,600,0.1038,timeout
1648,214.92,600,0.1033,success
1649,-100.37,600,0.1028,timeout
1650,-92.34,600,0.1022,timeout
1651,217.85,600,0.1017,success
1652,-110.29,600,0.1011,timeout
1653,-94.71,600,0.1006,timeout
1654,-124.72,600,0.1,timeout
1655,-90.97,600,0.0995,timeout
1656,-69.84,600,0.0989,timeout
1657,-61.71,113,0.0984,enemy
1658,220.92,600,0.0979,success
1659,230.41,600,0.0973,success
1660,-55.63,44,0.0968,enemy
1661,-68.41,600,0.0962,timeout
1662,241.66,600,0.0957,success
1663,-50.5,46,0.0951,enemy
1664,-93.63,600,0.0946,timeout
1665,-157.32,470,0.094,enemy
1666,-79.04,121,0.0935,enemy
1667,-68.71,600,0.093,timeout
1668,235.78,600,0.0924,success
1669,236.94,600,0.0919,success
1670,227.09,600,0.0913,success
1671,-105.14,305,0.0908,enemy
1672,-126.21,336,0.0902,enemy
1673,-71.7,113,0.0897,enemy
1674,-100.1,1,0.0891,enemy
1675,-63.81,113,0.0886,enemy
1676,228.92,600,0.0881,success
1677,-53.36,42,0.0875,enemy
1678,-100.2,1,0.087,enemy
1679,-94.16,279,0.0864,enemy
1680,-51.78,600,0.0859,timeout
1681,-107.25,300,0.0853,enemy
1682,-128.1,600,0.0848,timeout
1683,-96.6,600,0.0842,timeout
1684,-95.69,600,0.0837,timeout
1685,-55.08,600,0.0832,timeout
1686,-79.57,120,0.0826,enemy
1687,-103.29,190,0.0821,enemy
1688,-81.02,600,0.0815,timeout
1689,-78.31,600,0.081,timeout
1690,-116.65,600,0.0804,timeout
1691,-107.07,600,0.0799,timeout
1692,-88.27,600,0.0793,timeout
1693,-105.29,600,0.0788,timeout
1694,-74.76,161,0.0783,enemy
1695,-113.25,600,0.0777,timeout
1696,-59.28,600,0.0772,timeout
1697,-91.7,600,0.0766,timeout
1698,-81.38,600,0.0761,timeout
1699,-112.65,600,0.0755,timeout
1700,-90.15,600,0.075,timeout
1701,-105.45,600,0.0744,timeout
1702,177.98,600,0.0739,success
1703,-52.55,600,0.0734,timeout
1704,-96.01,600,0.0728,timeout
1705,-128.98,413,0.0723,enemy
1706,-101.91,600,0.0717,timeout
1707,-69.97,600,0.0712,timeout
1708,-50.88,600,0.0706,timeout
1709,-94.93,600,0.0701,timeout
1710,-90.38,600,0.0695,timeout
1711,220.63,600,0.069,success
1712,-101.3,600,0.0685,timeout
1713,213.1,600,0.0679,success
1714,215.88,600,0.0674,success
1715,-53.88,52,0.0668,enemy
1716,236.44,600,0.0663,success
1717,-52.18,41,0.0657,enemy
1718,-49.48,600,0.0652,timeout
1719,222.54,600,0.0646,success
1720,239.99,600,0.0641,success
1721,48.52,38,0.0636,enemy
1722,-133.2,600,0.063,timeout
1723,-113.52,600,0.0625,timeout
1724,-93.05,600,0.0619,timeout
1725,-87.19,600,0.0614,timeout
1726,-171.45,593,0.0608,enemy
1727,-100.17,1,0.0603,enemy
1728,-80.26,180,0.0597,enemy
1729,-218.68,536,0.0592,enemy
1730,-122.97,600,0.0587,timeout
1731,-55.04,600,0.0581,timeout
1732,-63.08,600,0.0576,timeout
1733,227.51,600,0.057,success
1734,-51.88,41,0.0565,enemy
1735,-141.13,190,0.0559,enemy
1736,-155.23,535,0.0554,enemy
1737,205.22,600,0.0548,success
1738,189.47,600,0.0543,success
1739,-52.38,43,0.0538,enemy
1740,-88.88,222,0.0532,enemy
1741,-118.71,600,0.0527,timeout
1742,-75.15,600,0.0521,timeout
1743,-97.67,600,0.0516,timeout
1744,-102.05,600,0.051,timeout
1745,-92.79,600,0.0505,timeout
1746,-50.28,600,0.0499,timeout
1747,-80.28,600,0.0494,timeout
1748,-46.26,600,0.0489,timeout
1749,-55.43,600,0.0483,timeout
1750,-139.8,589,0.0478,enemy
1751,-58.04,600,0.0472,timeout
1752,-64.06,600,0.0467,timeout
1753,-71.68,600,0.0461,timeout
1754,-54.25,600,0.0456,timeout
1755,-79.97,600,0.045,timeout
1756,-52.91,600,0.0445,timeout
1757,205.5,600,0.044,success
1758,230.34,600,0.0434,success
1759,205.99,600,0.0429,success
1760,-95.94,600,0.0423,timeout
1761,-46.19,600,0.0418,timeout
1762,-51.26,600,0.0412,timeout
1763,-65.33,111,0.0407,enemy
1764,-70.84,119,0.0401,enemy
1765,-68.44,121,0.0396,enemy
1766,-94.94,179,0.0391,enemy
1767,-60.33,600,0.0385,timeout
1768,207.74,600,0.038,success
1769,-83.57,600,0.0374,timeout
1770,-98.52,600,0.0369,timeout
1771,-50.88,600,0.0363,timeout
1772,-90.79,600,0.0358,timeout
1773,-69.64,600,0.0352,timeout
1774,-74.95,600,0.0347,timeout
1775,-64.17,600,0.0342,timeout
1776,-46.68,600,0.0336,timeout
1777,237.25,600,0.0331,success
1778,-56.92,600,0.0325,timeout
1779,-83.24,600,0.032,timeout
1780,-73.45,600,0.0314,timeout
1781,-62.73,600,0.0309,timeout
1782,-56.78,600,0.0303,timeout
1783,-88.0,600,0.0298,timeout
1784,-91.45,600,0.0293,timeout
1785,-82.98,600,0.0287,timeout
1786,-70.15,600,0.0282,timeout
1787,230.22,600,0.0276,success
1788,-48.05,600,0.0271,timeout
1789,-47.28,600,0.0265,timeout
1790,-60.19,600,0.026,timeout
1791,-83.11,600,0.0254,timeout
1792,-74.82,600,0.0249,timeout
1793,-38.79,600,0.0244,timeout
1794,-54.25,600,0.0238,timeout
1795,-67.55,600,0.0233,timeout
1796,-47.77,600,0.0227,timeout
1797,-77.13,600,0.0222,timeout
1798,-65.86,600,0.0216,timeout
1799,-81.0,600,0.0211,timeout
1800,-119.48,417,0.0205,enemy
1801,227.34,600,0.02,success
1802,-50.91,41,0.02,enemy
1803,-97.18,600,0.02,timeout
1804,-42.06,600,0.02,timeout
1805,-57.73,600,0.02,timeout
1806,-56.65,600,0.02,timeout
1807,-41.37,600,0.02,timeout
1808,-41.83,600,0.02,timeout
1809,-63.09,600,0.02,timeout
1810,-42.37,600,0.02,timeout
1811,-46.48,600,0.02,timeout
1812,-107.68,306,0.02,enemy
1813,-79.98,230,0.02,enemy
1814,-66.98,113,0.02,enemy
1815,-43.97,600,0.02,timeout
1816,-60.15,600,0.02,timeout
1817,-41.31,600,0.02,timeout
1818,-40.38,600,0.02,timeout
1819,-29.14,600,0.02,timeout
1820,-31.69,600,0.02,timeout
1821,216.02,600,0.02,success
1822,-48.12,600,0.02,timeout
1823,-40.3,600,0.02,timeout
1824,-55.32,600,0.02,timeout
1825,-43.62,600,0.02,timeout
1826,-50.15,600,0.02,timeout
1827,-46.95,600,0.02,timeout
1828,-84.75,600,0.02,timeout
1829,-66.25,600,0.02,timeout
1830,-75.23,600,0.02,timeout
1831,-26.74,600,0.02,timeout
1832,-41.16,600,0.02,timeout
1833,-45.0,600,0.02,timeout
1834,-44.87,600,0.02,timeout
1835,-56.44,600,0.02,timeout
1836,-51.07,600,0.02,timeout
1837,-71.64,600,0.02,timeout
1838,-65.97,600,0.02,timeout
1839,-74.94,600,0.02,timeout
1840,-54.02,600,0.02,timeout
1841,-49.71,600,0.02,timeout
1842,-69.74,600,0.02,timeout
1843,-59.27,600,0.02,timeout
1844,-109.46,600,0.02,timeout
1845,-51.86,600,0.02,timeout
1846,-64.04,600,0.02,timeout
1847,-82.84,600,0.02,timeout
1848,-85.93,600,0.02,timeout
1849,-72.97,600,0.02,timeout
1850,-47.25,600,0.02,timeout
1851,-40.72,600,0.02,timeout
1852,-70.24,600,0.02,timeout
1853,-53.17,600,0.02,timeout
1854,-70.03,600,0.02,timeout
1855,-89.49,359,0.02,enemy
1856,-62.16,600,0.02,timeout
1857,-54.92,600,0.02,timeout
1858,-32.49,600,0.02,timeout
1859,-60.71,600,0.02,timeout
1860,-39.58,600,0.02,timeout
1861,-45.84,600,0.02,timeout
1862,-41.32,600,0.02,timeout
1863,-50.77,600,0.02,timeout
1864,-36.49,600,0.02,timeout
1865,-52.54,600,0.02,timeout
1866,-79.95,600,0.02,timeout
1867,-50.83,600,0.02,timeout
1868,-49.27,600,0.02,timeout
1869,-77.64,600,0.02,timeout
1870,-45.42,600,0.02,timeout
1871,-53.0,600,0.02,timeout
1872,-121.27,224,0.02,enemy
1873,-40.77,600,0.02,timeout
1874,-63.28,600,0.02,timeout
1875,-108.73,487,0.02,enemy
1876,-56.45,600,0.02,timeout
1877,-63.9,600,0.02,timeout
1878,-45.42,600,0.02,timeout
1879,-45.33,600,0.02,timeout
1880,-33.86,600,0.02,timeout
1881,-29.1,600,0.02,timeout
1882,-70.09,600,0.02,timeout
1883,-76.15,600,0.02,timeout
1884,-74.55,600,0.02,timeout
1885,-73.94,600,0.02,timeout
1886,-115.09,184,0.02,enemy
1887,-104.46,68,0.02,enemy
1888,-103.56,68,0.02,enemy
1889,-103.81,69,0.02,enemy
1890,-103.63,40,0.02,enemy
1891,-103.34,71,0.02,enemy
1892,-100.17,1,0.02,enemy
1893,-104.23,71,0.02,enemy
1894,-59.6,600,0.02,timeout
1895,-47.68,600,0.02,timeout
1896,-45.19,600,0.02,timeout
1897,-96.81,600,0.02,timeout
1898,-78.59,600,0.02,timeout
1899,-61.59,600,0.02,timeout
1900,-80.53,600,0.02,timeout
1901,-50.79,600,0.02,timeout
1902,-53.75,600,0.02,timeout
1903,-65.67,600,0.02,timeout
1904,-64.58,600,0.02,timeout
1905,-59.83,600,0.02,timeout
1906,-54.17,600,0.02,timeout
1907,-60.25,600,0.02,timeout
1908,-53.5,600,0.02,timeout
1909,-61.54,600,0.02,timeout
1910,-82.35,600,0.02,timeout
1911,-81.18,600,0.02,timeout
1912,-81.42,600,0.02,timeout
1913,235.76,600,0.02,success
1914,-84.58,600,0.02,timeout
1915,-52.32,600,0.02,timeout
1916,224.98,600,0.02,success
1917,238.67,600,0.02,success
1918,245.19,600,0.02,success
1919,235.76,600,0.02,success
1920,-157.12,600,0.02,timeout
1921,238.6,600,0.02,success
1922,-53.38,42,0.02,enemy
1923,240.25,600,0.02,success
1924,62.2,600,0.02,success
1925,-57.62,600,0.02,timeout
1926,-44.78,600,0.02,timeout
1927,-49.25,600,0.02,timeout
1928,-60.12,600,0.02,timeout
1929,-74.14,600,0.02,timeout
1930,-59.7,600,0.02,timeout
1931,-81.88,600,0.02,timeout
1932,-53.48,600,0.02,timeout
1933,-69.46,600,0.02,timeout
1934,-44.78,600,0.02,timeout
1935,-34.78,600,0.02,timeout
1936,-54.82,600,0.02,timeout
1937,-73.37,600,0.02,timeout
1938,-79.38,600,0.02,timeout
1939,-49.28,600,0.02,timeout
1940,-132.66,527,0.02,enemy
1941,-94.59,416,0.02,enemy
1942,-99.44,369,0.02,enemy
1943,-43.24,600,0.02,timeout
1944,-101.18,600,0.02,timeout
1945,235.29,600,0.02,success
1946,243.37,600,0.02,success
1947,-48.61,42,0.02,enemy
1948,-102.25,600,0.02,timeout
1949,-38.18,600,0.02,timeout
1950,-122.09,530,0.02,enemy
1951,-71.25,119,0.02,enemy
1952,-67.89,119,0.02,enemy
1953,-73.51,107,0.02,enemy
1954,-68.64,600,0.02,timeout
1955,-54.48,600,0.02,timeout
1956,-83.94,600,0.02,timeout
1957,-121.0,529,0.02,enemy
1958,214.59,600,0.02,success
1959,-79.76,600,0.02,timeout
1960,-91.43,286,0.02,enemy
1961,-100.17,1,0.02,enemy
1962,-93.92,365,0.02,enemy
1963,207.85,600,0.02,success
1964,-64.55,600,0.02,timeout
1965,-39.6,600,0.02,timeout
1966,-50.19,600,0.02,timeout
1967,-69.87,600,0.02,timeout
1968,-42.4,600,0.02,timeout
1969,215.62,600,0.02,success
1970,177.69,600,0.02,success
1971,-111.72,600,0.02,timeout
1972,-64.64,600,0.02,timeout
1973,-54.2,600,0.02,timeout
1974,-50.12,600,0.02,timeout
1975,-54.38,600,0.02,timeout
1976,246.27,600,0.02,success
1977,-49.08,39,0.02,enemy
1978,-206.48,600,0.02,timeout
1979,-122.38,600,0.02,timeout
1980,-72.83,127,0.02,enemy
1981,-65.08,124,0.02,enemy
1982,-45.88,600,0.02,timeout
1983,-66.58,600,0.02,timeout
1984,-67.85,600,0.02,timeout
1985,-47.76,600,0.02,timeout
1986,-68.45,600,0.02,timeout
1987,-64.27,600,0.02,timeout
1988,-58.54,600,0.02,timeout
1989,-52.85,600,0.02,timeout
1990,-59.62,600,0.02,timeout
1991,-54.48,600,0.02,timeout
1992,-79.88,600,0.02,timeout
1993,-55.84,600,0.02,timeout
1994,-40.51,600,0.02,timeout
1995,-97.97,600,0.02,timeout
1996,-83.49,600,0.02,timeout
1997,-40.88,600,0.02,timeout
1998,238.66,600,0.02,success
1999,238.75,600,0.02,success
2000,-170.55,600,0.02,timeout
2001,-82.46,600,0.02,timeout
2002,245.38,600,0.02,success
2003,-48.57,41,0.02,enemy
2004,-163.2,600,0.02,timeout
2005,-74.05,600,0.02,timeout
2006,-49.09,600,0.02,timeout
2007,-43.78,600,0.02,timeout
2008,-81.98,600,0.02,timeout
2009,-68.04,600,0.02,timeout
2010,-86.02,600,0.02,timeout
2011,232.0,600,0.02,success
2012,-95.02,600,0.02,timeout
2013,-47.34,600,0.02,timeout
2014,-42.84,600,0.02,timeout
2015,-56.65,600,0.02,timeout
2016,-38.02,600,0.02,timeout
2017,-56.74,600,0.02,timeout
2018,-58.0,600,0.02,timeout
2019,-110.22,600,0.02,timeout
2020,-55.9,600,0.02,timeout
2021,-113.54,359,0.02,enemy
2022,-87.45,600,0.02,timeout
2023,-84.94,600,0.02,timeout
2024,233.18,600,0.02,success
2025,204.63,600,0.02,success
2026,-52.8,600,0.02,timeout
2027,-48.11,39,0.02,enemy
2028,-80.0,600,0.02,timeout
2029,-79.94,600,0.02,timeout
2030,-80.37,600,0.02,timeout
2031,-58.81,600,0.02,timeout
2032,-80.31,600,0.02,timeout
2033,-80.06,600,0.02,timeout
2034,-79.94,600,0.02,timeout
2035,-79.96,600,0.02,timeout
2036,-87.46,600,0.02,timeout
2037,-84.07,600,0.02,timeout
2038,-79.94,600,0.02,timeout
2039,-75.72,600,0.02,timeout
2040,-102.86,49,0.02,enemy
2041,-76.07,600,0.02,timeout
2042,-82.04,600,0.02,timeout
2043,-86.88,600,0.02,timeout
2044,-80.06,600,0.02,timeout
2045,-80.1,600,0.02,timeout
2046,-87.62,600,0.02,timeout
2047,-80.71,600,0.02,timeout
2048,-80.07,600,0.02,timeout
2049,-80.71,600,0.02,timeout
2050,-85.91,600,0.02,timeout
2051,-79.96,600,0.02,timeout
2052,-80.43,600,0.02,timeout
2053,-80.71,600,0.02,timeout
2054,-84.16,600,0.02,timeout
2055,-79.94,600,0.02,timeout
2056,-80.06,600,0.02,timeout
2057,-79.95,600,0.02,timeout
2058,-80.03,600,0.02,timeout
2059,-79.95,600,0.02,timeout
2060,-80.06,600,0.02,timeout
2061,-79.94,600,0.02,timeout
2062,-85.75,600,0.02,timeout
2063,-79.97,600,0.02,timeout
2064,-94.96,600,0.02,timeout
2065,-79.94,600,0.02,timeout
2066,-79.98,600,0.02,timeout
2067,-84.43,600,0.02,timeout
2068,-80.22,600,0.02,timeout
2069,-87.97,600,0.02,timeout
2070,-80.71,600,0.02,timeout
2071,-79.94,600,0.02,timeout
2072,-80.07,600,0.02,timeout
2073,-80.71,600,0.02,timeout
2074,-79.95,600,0.02,timeout
2075,-80.23,600,0.02,timeout
2076,-80.71,600,0.02,timeout
2077,-81.83,600,0.02,timeout
2078,-80.01,600,0.02,timeout
2079,-76.64,600,0.02,timeout
2080,-79.94,600,0.02,timeout
2081,-47.73,600,0.02,timeout
2082,-74.82,600,0.02,timeout
2083,-83.95,600,0.02,timeout
2084,227.48,600,0.02,success
2085,-48.37,42,0.02,enemy
2086,-64.25,600,0.02,timeout
2087,-59.46,600,0.02,timeout
2088,-84.33,600,0.02,timeout
2089,-82.35,600,0.02,timeout
2090,-56.44,600,0.02,timeout
2091,-68.49,600,0.02,timeout
2092,-61.77,600,0.02,timeout
2093,-64.39,600,0.02,timeout
2094,-76.95,600,0.02,timeout
2095,-59.25,600,0.02,timeout
2096,-68.3,600,0.02,timeout
2097,-78.64,600,0.02,timeout
2098,-89.25,600,0.02,timeout
2099,-59.26,600,0.02,timeout
2100,-75.11,111,0.02,enemy
2101,-74.4,115,0.02,enemy
2102,-73.45,165,0.02,enemy
2103,-61.49,108,0.02,enemy
2104,-75.64,155,0.02,enemy
2105,-59.68,96,0.02,enemy
2106,-90.36,227,0.02,enemy
2107,-77.35,167,0.02,enemy
2108,-100.14,1,0.02,enemy
2109,-63.3,123,0.02,enemy
2110,-77.83,600,0.02,timeout
2111,-140.48,533,0.02,enemy
2112,-79.15,600,0.02,timeout
2113,-93.34,346,0.02,enemy
2114,-90.89,600,0.02,timeout
2115,231.79,600,0.02,success
2116,-80.65,600,0.02,timeout
2117,-74.64,600,0.02,timeout
2118,-32.29,600,0.02,timeout
2119,-33.84,600,0.02,timeout
2120,-70.82,180,0.02,enemy
2121,-66.25,600,0.02,timeout
2122,-42.68,600,0.02,timeout
2123,-83.38,600,0.02,timeout
2124,-44.34,600,0.02,timeout
2125,-57.6,600,0.02,timeout
2126,-75.57,600,0.02,timeout
2127,-48.3,600,0.02,timeout
2128,-58.07,600,0.02,timeout
2129,-37.58,600,0.02,timeout
2130,-77.86,600,0.02,timeout
2131,-90.15,600,0.02,timeout
2132,-96.97,600,0.02,timeout
2133,-94.99,353,0.02,enemy
2134,-55.77,600,0.02,timeout
2135,-66.28,600,0.02,timeout
2136,-42.78,600,0.02,timeout
2137,-84.88,600,0.02,timeout
2138,-88.48,600,0.02,timeout
2139,237.88,600,0.02,success
2140,-118.15,600,0.02,timeout
2141,-62.64,600,0.02,timeout
2142,-50.92,600,0.02,timeout
2143,-71.7,600,0.02,timeout
2144,-56.44,600,0.02,timeout
2145,233.41,600,0.02,success
2146,-41.19,600,0.02,timeout
2147,-93.08,600,0.02,timeout
2148,-69.21,600,0.02,timeout
2149,-57.55,600,0.02,timeout
2150,-47.78,600,0.02,timeout
2151,-63.49,600,0.02,timeout
2152,-92.08,600,0.02,timeout
2153,-85.58,600,0.02,timeout
2154,-43.58,600,0.02,timeout
2155,-38.27,600,0.02,timeout
2156,235.88,600,0.02,success
2157,238.48,600,0.02,success
2158,-43.49,600,0.02,timeout
2159,237.45,600,0.02,success
2160,-72.68,600,0.02,timeout
2161,-65.04,600,0.02,timeout
2162,-43.49,600,0.02,timeout
2163,-71.87,120,0.02,enemy
2164,-71.57,182,0.02,enemy
2165,-62.78,112,0.02,enemy
2166,-53.64,600,0.02,timeout
2167,-43.74,600,0.02,timeout
2168,231.65,600,0.02,success
2169,-79.95,600,0.02,timeout
2170,-78.52,600,0.02,timeout
2171,213.98,600,0.02,success
2172,-38.88,600,0.02,timeout
2173,-130.55,600,0.02,timeout
2174,239.63,600,0.02,success
2175,-104.24,600,0.02,timeout
2176,233.09,600,0.02,success
2177,-48.11,39,0.02,enemy
2178,-42.01,600,0.02,timeout
2179,235.23,600,0.02,success
2180,-80.07,600,0.02,timeout
2181,-80.63,600,0.02,timeout
2182,-80.04,600,0.02,timeout
2183,199.19,600,0.02,success
2184,238.06,600,0.02,success
2185,215.52,600,0.02,success
2186,81.77,600,0.02,success
2187,151.67,600,0.02,success
2188,225.18,600,0.02,success
2189,-52.18,41,0.02,enemy
2190,233.74,600,0.02,success
2191,225.8,600,0.02,success
2192,-281.16,600,0.02,timeout
2193,209.21,600,0.02,success
2194,-158.86,600,0.02,timeout
2195,-72.34,600,0.02,timeout
2196,231.24,600,0.02,success
2197,202.33,600,0.02,success
2198,226.81,600,0.02,success
2199,-214.32,600,0.02,timeout
2200,-102.18,600,0.02,timeout
2201,232.39,600,0.02,success
2202,-85.0,600,0.02,timeout
2203,239.65,600,0.02,success
2204,-50.24,41,0.02,enemy
2205,113.01,600,0.02,success
2206,-232.59,483,0.02,enemy
2207,-77.33,117,0.02,enemy
2208,-66.59,120,0.02,enemy
2209,-132.48,600,0.02,timeout
2210,-80.96,230,0.02,enemy
2211,-65.42,119,0.02,enemy
2212,-75.68,600,0.02,timeout
2213,-102.76,43,0.02,enemy
2214,-84.29,600,0.02,timeout
2215,-62.81,600,0.02,timeout
2216,-81.24,600,0.02,timeout
2217,240.51,600,0.02,success
2218,-52.4,40,0.02,enemy
2219,-79.27,600,0.02,timeout
2220,-43.67,600,0.02,timeout
2221,-69.33,600,0.02,timeout
2222,-62.91,119,0.02,enemy
2223,-45.08,600,0.02,timeout
2224,240.76,600,0.02,success
2225,-76.74,600,0.02,timeout
2226,-50.23,600,0.02,timeout
2227,-114.49,293,0.02,enemy
2228,-61.52,114,0.02,enemy
2229,-62.07,111,0.02,enemy
2230,-68.55,133,0.02,enemy
2231,-67.33,127,0.02,enemy
2232,-82.58,600,0.02,timeout
2233,-64.97,600,0.02,timeout
2234,-40.22,600,0.02,timeout
2235,-52.42,600,0.02,timeout
2236,-42.12,600,0.02,timeout
2237,-45.08,600,0.02,timeout
2238,-59.82,600,0.02,timeout
2239,-90.91,600,0.02,timeout
2240,-79.21,172,0.02,enemy
2241,-84.58,600,0.02,timeout
2242,246.99,600,0.02,success
2243,-51.61,39,0.02,enemy
2244,-92.31,288,0.02,enemy
2245,-70.1,105,0.02,enemy
2246,-55.34,600,0.02,timeout
2247,-58.6,600,0.02,timeout
2248,-41.71,405,0.02,enemy
2249,-56.21,600,0.02,timeout
2250,-34.36,600,0.02,timeout
2251,-58.38,600,0.02,timeout
2252,-58.79,600,0.02,timeout
2253,240.49,600,0.02,success
2254,-50.71,39,0.02,enemy
2255,-89.11,600,0.02,timeout
2256,242.06,600,0.02,success
2257,-51.97,40,0.02,enemy
2258,-27.78,600,0.02,timeout
2259,241.71,600,0.02,success
2260,241.45,600,0.02,success
2261,-77.9,165,0.02,enemy
2262,237.14,600,0.02,success
2263,-105.8,344,0.02,enemy
2264,233.28,600,0.02,success
2265,215.1,600,0.02,success
2266,237.06,600,0.02,success
2267,229.87,600,0.02,success
2268,-54.48,52,0.02,enemy
2269,221.13,600,0.02,success
2270,-52.4,40,0.02,enemy
2271,224.42,600,0.02,success
2272,222.22,600,0.02,success
2273,173.92,600,0.02,success
2274,167.62,232,0.02,success
2275,135.36,519,0.02,success
2276,204.95,109,0.02,success
2277,231.39,600,0.02,success
2278,-54.65,42,0.02,enemy
2279,189.77,600,0.02,success
2280,234.04,600,0.02,success
2281,240.08,600,0.02,success
2282,230.76,600,0.02,success
2283,251.61,600,0.02,success
2284,-56.37,50,0.02,enemy
2285,210.07,600,0.02,success
2286,-53.31,50,0.02,enemy
2287,231.2,600,0.02,success
2288,-56.23,50,0.02,enemy
2289,233.89,600,0.02,success
2290,-51.61,39,0.02,enemy
2291,-79.72,600,0.02,timeout
2292,-78.14,600,0.02,timeout
2293,221.63,600,0.02,success
2294,-57.69,49,0.02,enemy
2295,187.99,600,0.02,success
2296,-52.39,39,0.02,enemy
2297,190.72,600,0.02,success
2298,-56.91,50,0.02,enemy
2299,204.22,600,0.02,success
2300,-92.94,600,0.02,timeout
2301,200.53,600,0.02,success
2302,240.26,600,0.02,success
2303,-51.9,38,0.02,enemy
2304,243.01,600,0.02,success
2305,239.97,600,0.02,success
2306,236.64,600,0.02,success
2307,242.83,600,0.02,success
2308,224.63,600,0.02,success
2309,-52.09,39,0.02,enemy
2310,242.96,600,0.02,success
2311,-64.14,600,0.02,timeout
2312,-77.26,109,0.02,enemy
2313,-74.33,106,0.02,enemy
2314,185.36,600,0.02,success
2315,246.85,600,0.02,success
2316,-53.01,50,0.02,enemy
2317,238.64,600,0.02,success
2318,241.07,600,0.02,success
2319,230.62,600,0.02,success
2320,236.36,600,0.02,success
2321,229.25,600,0.02,success
